dataset_group,source_bucket,source_type,clip_id,split,spk,titulo,clip,n_frames,text_large_existing,mp4_gcs_path,npz_gcs_path,txt_gcs_path,has_mp4,has_npz,has_txt,url,url_confidence,source_context_status,notes
argentina/existing,gs://labios-argentos-vsr-dataset,existing_lip_rois_splits,f07::DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA::clip_0901,train,f07,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0901,88,el no competir mas alla de lo que yo quiera como hincha,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0901.mp4,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0901.npz,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0901.txt,true,true,true,https://www.youtube.com/watch?v=CkTE3kFrFtE,spk_n_match,url_mapped_from_config_candidates,
argentina/existing,gs://labios-argentos-vsr-dataset,existing_lip_rois_splits,f07::DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA::clip_0902,train,f07,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0902,88,el proximo mundial de clubes muy probablemente boca no lo juegue,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0902.mp4,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0902.npz,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0902.txt,true,true,true,https://www.youtube.com/watch?v=CkTE3kFrFtE,spk_n_match,url_mapped_from_config_candidates,
argentina/existing,gs://labios-argentos-vsr-dataset,existing_lip_rois_splits,f07::DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA::clip_0903,train,f07,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0903,89,pero alguno me dira le falta un monton para eso me chupa un huevo que falta un monton,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0903.mp4,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0903.npz,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0903.txt,true,true,true,https://www.youtube.com/watch?v=CkTE3kFrFtE,spk_n_match,url_mapped_from_config_candidates,
argentina/existing,gs://labios-argentos-vsr-dataset,existing_lip_rois_splits,f07::DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA::clip_0904,train,f07,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0904,90,boca tiene que jugar en el mundial de clubes no creo que lo juegue porque ya,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0904.mp4,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0904.npz,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0904.txt,true,true,true,https://www.youtube.com/watch?v=CkTE3kFrFtE,spk_n_match,url_mapped_from_config_candidates,
argentina/existing,gs://labios-argentos-vsr-dataset,existing_lip_rois_splits,f07::DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA::clip_0905,train,f07,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0905,104,el año pasado no sumo ningun punto para esa tabla este año ya no pude sumar mas,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0905.mp4,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0905.npz,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0905.txt,true,true,true,https://www.youtube.com/watch?v=CkTE3kFrFtE,spk_n_match,url_mapped_from_config_candidates,
argentina/existing,gs://labios-argentos-vsr-dataset,existing_lip_rois_splits,f07::DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA::clip_0906,train,f07,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0906,81,seguramente la unica manera de clasificarse sea ganando la proxima libertadores,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0906.mp4,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0906.npz,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0906.txt,true,true,true,https://www.youtube.com/watch?v=CkTE3kFrFtE,spk_n_match,url_mapped_from_config_candidates,
argentina/existing,gs://labios-argentos-vsr-dataset,existing_lip_rois_splits,f07::DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA::clip_0907,train,f07,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0907,104,o la que viene y la verdad que nunca diria nunca pero,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0907.mp4,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0907.npz,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0907.txt,true,true,true,https://www.youtube.com/watch?v=CkTE3kFrFtE,spk_n_match,url_mapped_from_config_candidates,
argentina/existing,gs://labios-argentos-vsr-dataset,existing_lip_rois_splits,f07::DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA::clip_0908,train,f07,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0908,88,no creo que suceda no creo que suceda entonces,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0908.mp4,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0908.npz,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0908.txt,true,true,true,https://www.youtube.com/watch?v=CkTE3kFrFtE,spk_n_match,url_mapped_from_config_candidates,
argentina/existing,gs://labios-argentos-vsr-dataset,existing_lip_rois_splits,f07::DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA::clip_0909,train,f07,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0909,100,nada eso decirles no se si me extendi un poco con la opinion,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0909.mp4,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0909.npz,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0909.txt,true,true,true,https://www.youtube.com/watch?v=CkTE3kFrFtE,spk_n_match,url_mapped_from_config_candidates,
argentina/existing,gs://labios-argentos-vsr-dataset,existing_lip_rois_splits,f07::DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA::clip_0910,train,f07,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0910,80,pero creo que es un poco eso lo que me pasa el hecho de pensar,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0910.mp4,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0910.npz,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0910.txt,true,true,true,https://www.youtube.com/watch?v=CkTE3kFrFtE,spk_n_match,url_mapped_from_config_candidates,
argentina/existing,gs://labios-argentos-vsr-dataset,existing_lip_rois_splits,f07::DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA::clip_0911,train,f07,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0911,110,y de creer que creo que hoy boca perdio mucho mas,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0911.mp4,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0911.npz,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0911.txt,true,true,true,https://www.youtube.com/watch?v=CkTE3kFrFtE,spk_n_match,url_mapped_from_config_candidates,
argentina/existing,gs://labios-argentos-vsr-dataset,existing_lip_rois_splits,f07::DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA::clip_0912,train,f07,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0912,103,que un partido hoy boca regalo prestigio a mi me rompo mucho las pelotas,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0912.mp4,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0912.npz,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0912.txt,true,true,true,https://www.youtube.com/watch?v=CkTE3kFrFtE,spk_n_match,url_mapped_from_config_candidates,
argentina/existing,gs://labios-argentos-vsr-dataset,existing_lip_rois_splits,f07::DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA::clip_0913,train,f07,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0913,90,perder en libertadores en la bombonera ser eliminado tan pronto,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0913.mp4,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0913.npz,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0913.txt,true,true,true,https://www.youtube.com/watch?v=CkTE3kFrFtE,spk_n_match,url_mapped_from_config_candidates,
argentina/existing,gs://labios-argentos-vsr-dataset,existing_lip_rois_splits,f07::DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA::clip_0914,train,f07,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0914,124,boca esta para mucho mas que esto para mucho mas esperemos que lo entiendan,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0914.mp4,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0914.npz,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0914.txt,true,true,true,https://www.youtube.com/watch?v=CkTE3kFrFtE,spk_n_match,url_mapped_from_config_candidates,
argentina/existing,gs://labios-argentos-vsr-dataset,existing_lip_rois_splits,f07::DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA::clip_0915,train,f07,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0915,89,los que lo tengan que entender y y poder dar vuelta,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0915.mp4,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0915.npz,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0915.txt,true,true,true,https://www.youtube.com/watch?v=CkTE3kFrFtE,spk_n_match,url_mapped_from_config_candidates,
argentina/existing,gs://labios-argentos-vsr-dataset,existing_lip_rois_splits,f07::DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA::clip_0916,train,f07,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0916,94,a la pagina pronto mientras tanto a seguir alentando a boca,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0916.mp4,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0916.npz,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0916.txt,true,true,true,https://www.youtube.com/watch?v=CkTE3kFrFtE,spk_n_match,url_mapped_from_config_candidates,
argentina/existing,gs://labios-argentos-vsr-dataset,existing_lip_rois_splits,f07::DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA::clip_0917,train,f07,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0917,84,a seguir bancando a boca fue ese y sera siempre el club mas grande,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0917.mp4,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0917.npz,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0917.txt,true,true,true,https://www.youtube.com/watch?v=CkTE3kFrFtE,spk_n_match,url_mapped_from_config_candidates,
argentina/existing,gs://labios-argentos-vsr-dataset,existing_lip_rois_splits,f07::DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA::clip_0918,train,f07,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0918,121,del continente eso no tengo ningun punto ningun tipo de dudas y voy a ser toda mi vida fanatico,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0918.mp4,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0918.npz,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0918.txt,true,true,true,https://www.youtube.com/watch?v=CkTE3kFrFtE,spk_n_match,url_mapped_from_config_candidates,
argentina/existing,gs://labios-argentos-vsr-dataset,existing_lip_rois_splits,f07::DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA::clip_0919,train,f07,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0919,166,de este hermoso club pero para salir de esa actualidad boca necesita cambios,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0919.mp4,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0919.npz,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0919.txt,true,true,true,https://www.youtube.com/watch?v=CkTE3kFrFtE,spk_n_match,url_mapped_from_config_candidates,
argentina/existing,gs://labios-argentos-vsr-dataset,existing_lip_rois_splits,f07::DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA::clip_0920,train,f07,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0920,98,y acciones hasta que no suceda eso vamos a seguir,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0920.mp4,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0920.npz,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0920.txt,true,true,true,https://www.youtube.com/watch?v=CkTE3kFrFtE,spk_n_match,url_mapped_from_config_candidates,
argentina/existing,gs://labios-argentos-vsr-dataset,existing_lip_rois_splits,f07::DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA::clip_0921,train,f07,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0921,108,amagando y vamos a seguir ilusionandonos con poco y nada pero hasta que no suceda eso,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0921.mp4,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0921.npz,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0921.txt,true,true,true,https://www.youtube.com/watch?v=CkTE3kFrFtE,spk_n_match,url_mapped_from_config_candidates,
argentina/existing,gs://labios-argentos-vsr-dataset,existing_lip_rois_splits,f07::DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA::clip_0922,train,f07,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0922,118,va a ser muy complicado salir de ahi asi que nada boca elimino a la copa libertadores,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0922.mp4,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0922.npz,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0922.txt,true,true,true,https://www.youtube.com/watch?v=CkTE3kFrFtE,spk_n_match,url_mapped_from_config_candidates,
argentina/existing,gs://labios-argentos-vsr-dataset,existing_lip_rois_splits,f07::DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA::clip_0923,train,f07,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0923,103,felicito a todos los chilenos entiendo que que tienen ganas de burlarse,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0923.mp4,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0923.npz,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0923.txt,true,true,true,https://www.youtube.com/watch?v=CkTE3kFrFtE,spk_n_match,url_mapped_from_config_candidates,
argentina/existing,gs://labios-argentos-vsr-dataset,existing_lip_rois_splits,f07::DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA::clip_0924,train,f07,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0924,81,y de reirse y esta perfecto porque es parte del folclore y yo en ese sentido,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0924.mp4,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0924.npz,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0924.txt,true,true,true,https://www.youtube.com/watch?v=CkTE3kFrFtE,spk_n_match,url_mapped_from_config_candidates,
argentina/existing,gs://labios-argentos-vsr-dataset,existing_lip_rois_splits,f07::DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA::clip_0925,train,f07,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0925,105,me la banco yo me la banco yo estoy triste porque he perdido a boca pero cuando boca gana o cuando river pierde,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0925.mp4,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0925.npz,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0925.txt,true,true,true,https://www.youtube.com/watch?v=CkTE3kFrFtE,spk_n_match,url_mapped_from_config_candidates,
argentina/existing,gs://labios-argentos-vsr-dataset,existing_lip_rois_splits,f07::DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA::clip_0926,train,f07,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0926,120,a mi me encanta cargar asi que cuando boca pierde tengo que dejar que me carguen,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0926.mp4,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0926.npz,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0926.txt,true,true,true,https://www.youtube.com/watch?v=CkTE3kFrFtE,spk_n_match,url_mapped_from_config_candidates,
argentina/existing,gs://labios-argentos-vsr-dataset,existing_lip_rois_splits,f07::DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA::clip_0927,train,f07,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0927,82,porque es parte del folclore y creo que eso no tiene que perderse en el futbol,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0927.mp4,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0927.npz,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0927.txt,true,true,true,https://www.youtube.com/watch?v=CkTE3kFrFtE,spk_n_match,url_mapped_from_config_candidates,
argentina/existing,gs://labios-argentos-vsr-dataset,existing_lip_rois_splits,f07::DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA::clip_0928,train,f07,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0928,92,pero bueno felicito por ganarnos creo que nos ganaron bien creo que boca,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0928.mp4,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0928.npz,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0928.txt,true,true,true,https://www.youtube.com/watch?v=CkTE3kFrFtE,spk_n_match,url_mapped_from_config_candidates,
argentina/existing,gs://labios-argentos-vsr-dataset,existing_lip_rois_splits,f07::DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA::clip_0929,train,f07,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0929,82,lo termina perdiendo por ser un equipo incapaz de poder ganarlo,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0929.mp4,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0929.npz,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0929.txt,true,true,true,https://www.youtube.com/watch?v=CkTE3kFrFtE,spk_n_match,url_mapped_from_config_candidates,
argentina/existing,gs://labios-argentos-vsr-dataset,existing_lip_rois_splits,f07::DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA::clip_0930,train,f07,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0930,119,y bueno y bueno lamentablemente lo unico que,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0930.mp4,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0930.npz,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0930.txt,true,true,true,https://www.youtube.com/watch?v=CkTE3kFrFtE,spk_n_match,url_mapped_from_config_candidates,
argentina/existing,gs://labios-argentos-vsr-dataset,existing_lip_rois_splits,f07::DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA::clip_0931,train,f07,DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0931,83,lo unico que pude decirles es que por lo menos salio campeon del grano porque,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0931.mp4,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0931.npz,gs://labios-argentos-vsr-dataset/lip_rois/DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA/clip_0931.txt,true,true,true,https://www.youtube.com/watch?v=CkTE3kFrFtE,spk_n_match,url_mapped_from_config_candidates,
