dataset_group,source_id,clip_id,existing_text,large_text,turbo_text,clean_text,status,confidence,patch_count,gpt_status,notes
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0133",pero no es el mejor y vieron vieron central que,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0134",no te sirve esto central no te sirve en estos torneos,"No te sirve esto, Central. No te sirven estos torneos.",¿Qué sirve esto central? ¿No te sirven estos torneos?,,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0135",no te sirve central en un torneo largo con el equipo que tiene,"No te sirve. Centrar en un torneo largo con el equipo que tiene lo podés sacar, cabrón.",no te sirve centrar en un torneo largo con el equipo que tiene lo puedes sacar,,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0136",lo podes sacar campeon tranquilamente estos torneos una tarde una noche,tranquilamente estos torneos una tarde una noche tarde noche jugando a la,tranquilamente estos torneos una tarde una noche tarde noche jugando a la,,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0137",tardenoche jugas no a la altura y te vas a tu casa,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0138",porque vos podes no estar a la altura en un campeonato largo,¿Podés no estar a la altura en un campeonato largo o llamarlo como quieras?,Podés no estar a la altura en un campeonato largo o llamalo como quieras.,,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0139",o llamalo como quieras porque largo eran los de ida y vuelta en un campeonato de todos contra todos,Porque largo eran los de ida y vuelta. En un campeonato de todos contra todos.,porque largos eran los de Didi Huenta. En un campeonato de todos contra todos...,,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0140",vas al monumental una tardenoche le paso a racing en el 2000 en el 2019,"Pasa el Monumental, una tarde y noche. Le pasó a Racing en el 2019. Sí, Bazzi.","Pasa el Monumental una tarde o noche. Le pasó a Racing en el 2019. Sí, va así.",,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0141",si vas y te comes una verguenza contra river en el monumental,Y te comes una vergüenza contra River en el Monumental que te hace replantear.,Y te comés una vergüenza contra River en el monumental que te hace replantear.,,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0142",que te hace replantear pero despues te podes recuperar no es verdad que para salir campeon tenes que ganar a todos,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0143",en las ligas no tenes que sacar mas puntos,,,,blocked_alignment_failed,low,0,blocked_no_asr_context,
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0144",esta metodologia que disfruto central el otro dia,metodología que disfrutó Central el otro día.,metodología que disfrutó Central el otro día,,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0145",o que podemos presumir que esta conforme por lo que,que podemos presumir que está conforme.,que podemos presumir que está conforme.,,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0146",vota su dirigencia en afa por bancar,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0147",la gestion de tapia lo extermina a rosario central rosario central tendria que tener campeonatos,Lux termina a Rosario Central. Rosario Central tendría que tener campeonato.,"Lo extermina a Rosario Central, Rosario Central tendría que tener campeonato.",,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0148",no tiene los campeonatos que tendria que tener porque el del año pasado yo no lo voy a contar,tiene los campeonatos que tendría que tener porque el del año pasado yo no lo voy a contar porque es,tiene los campeonatos que tendría que tener porque el del año pasado yo no lo voy a contar porque es,,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0149",porque es un campeonato que se determina durante o sea,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0150",es una imposicion no es yo te digo que el que saca puntos,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0151",los futboleros no lo contamos y el de central si lo cuenta lo cuenta porque dice,"futbolero no lo contamos, y el de central si lo cuenta, lo cuenta","futbolero no lo contamos, y el de central si lo cuenta, lo cuenta porque",,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0152",bueno por que no si tantas veces fuimos cagados por que no voy a contar esta,"Y dice, bueno, ¿por qué no? Si tantas veces fuimos cagados, ¿por qué no voy a...","Dice, bueno, ¿por qué no? Si tantas veces fuimos cagados, pues no voy a...",,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0153",si esta todo bien pero no sos campeon si echas a tu tecnico,esta sí está todo bien pero no sos campeón si echas a tu técnico,esta cita todo bien pero no sos campeón si echas a tu técnico,,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0154",no sos campeon si a los tres dias perdes con central y el equipo se va murmurado,campeón si a los 3 días perdés con Central y el equipo se va murmurado,"campeón sea los tres días, perdés con Central y el equipo se va murmurado",,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0155",no sos campeon y central hubiese salido campeon,sos campeón y Central hubiese salido campeón,sos campeón y central hubiese salido campeón,,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0156",hubiese salido campeon capaz que hasta dos veces con apertura y clausura,hubiese salido campeón capaz que hasta dos veces con apertura y clausura bien con todo,Hubiese salido campeón capaz que hasta dos veces. Con apertura y clausura bien. Con todo.,,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0157",bien con todo contra todo eso es lo loco este torneo,Eso es lo loco. Y te torneo.,"contra todo, eso es lo loco, y te torneo.",,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0158",a lo bueno no le sirve no le sirve     a los buenos no les sirve,A los buenos no les sirve. A los buenos no les sirve. Les sirve a los...,A los buenos no les sirve. A los buenos no les sirve. Les sirve a los...,,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0159",le sirve a los que no anduvieron bien y despues en el mano a mano,que no anduvieron bien y después en el mano a mano y es otro torneo.,"que no anduvieron bien y después en el mano a mano y es otro torneo, es otro.",,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0160",y es otro torneo es otro torneo es otro torneo,torneo. Es otro torneo.,"El soto torneo, el soto torneo, el soto torneo.",,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0161",es otro torneo no no no pero river hoy que le importa,otro torneo no no no no pero river hoy que le importa hoy hoy,otro torneo no no no no pero el river hoy que le importa hoy hoy,,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0162",hoy hoy al de river que le importa tapia los 30 equipos,"Al de River, ¿qué le importa? Tapia, lo trae.","Al Deriver, ¿qué le importa? Tapia, lo tra...",,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0163",la dos horas hoy cuando esta con el boleto lo digo porque yo,"30 equipos, las dos horas, uy, cuando está con el boleto, ¿por qué lo digo?","35, la 2 horas Uy, cuando está con el boleto ¿Cómo me lo digo?",,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0164",hace cuatro meses estaba con el boleto a santiago del estero y que le importa   que me importaba la mitologia,Hace cuatro meses estaba con el boleto a Santiago del Estero ¿Y qué me importaba la mitología?,Porque yo hace cuatro meses estaba con el boleto a Santiago del Estero. ¿Y qué me importaba la mitología? Ahí ya mandé.,,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0165",ahi ya cuando llegaste a la final y enfrente tenes estudiante en nuestro caso,"llegaste a la final y enfrente tenés estudiantes, en nuestro caso, o ahora el",llegarte a la final y enfrente tener estudiantes en nuestro caso o ahora,,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0166",o ahora el que le toque ni se imaginen si es belgrano de cordoba,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0167",el morbo que tiene ese partido pero aunque sea argentino viste loco,morro que tiene ese partido aunque sea argentino viste loco,"el morbo que tiene ese partido, aunque sea argentino, viste, loco, yo ca...",,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0168",sos campeon sos campeon sos campeon cuando no eras,¡Soy campeón! ¡Soy campeón!,"campeón, soy campeón, soy campeón cuando...",,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0169",nada cuando era todo negro cuando era refundemos river,"no eras nada, cuando era todo negro, cuando era Refundemos River.","no eras nada, cuando era todo negro, cuando era Refundemos River.",,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0170",refundemos river pero pero           y hoy goza de las mieles de,fundemos River y hoy goza de las mieles de,fundemos River y hoy goza de las mieles de,,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0171",del torneo y bueno ya esta que va a hacer pero a favor,"del torneo en Griega. Y bueno, ya está, ¿qué va a hacer? Pero, a favor, su diligencia.","del torneo en Griebel. Y bueno, ya está, ¿qué va a hacer? Pero, a favor, subinigencia.",,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0172",su dirigencia se planto dijo esto no nos gusta antes veremos que es lo que dice ahora,"Se plantó y dijo, esto no nos gusta antes. Veremos qué es lo que dice ahora.","Se plantó y dijo, esto no nos gusta antes. Veremos qué es lo que dice ahora.",,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0173",pero antes dijo esto no nos gusta y hoy que ya me imagino,"Pero antes dijo, esto no nos gusta. Y hoy, que ya me imagino, me imagino a...","Pero antes dijo, esto no nos gusta. Y hoy, que ya me imagino, me imagino a...",,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0175",nos cobraron dos penales bueno si haces un penal de que un jugador pega un codazo,"Nos cobraron dos penales. Bueno, si haces un penal de que un jugador pegue un codazo...","Eh, nos cobraron dos penales. Bueno, si haces un penal, ¿de qué un juego? ¿Un codazo?",,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0176",que queres que no te lo cobren el penal el arquero ni lo discutio pues un penalazo,"¿Quieres que no te lo cobren? El penal, el arquero ni lo discutió porque es un p...","¿Qué quieres que no te lo cobren? El penal, el arquero ni lo discutió, pues es un p...",,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0177",el otro el segundo parrafo aparte jugo criticadisimo por mi que igual,"Alaso el otro, el segundo Párrafo aparte Jugó criticadísimo por mí Que igual soy de los que piensan",penalazo el otro el segundo parrafo aparte jugó criticadísimo por mí que igual soy de los que piensan,,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0178",soy de los que piensan que si river quiere ir a por todo no esta,que si River quiere ir a por todo,que si River quiere ir a por todo,,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0179",para ser titular porque tiene chispazo pero a veces no tiene ni esos chispazos,"para ser titular, porque tiene chispasos, pero a veces no tiene ni esos chispasos como",para ser titular porque tiene chispazos pero a veces no tiene ni esos chispazos como,,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0180",como lo pateo colillo el penal y lo mal que lo pateo montiel no pero que bien lo pateo colillo,"Los mató Colidio el penal. Y lo mal que los mató Montiel, ¿no? Pero qué bien lo...","Los matió Colidio el penal. Y lo mal que los matió Montiel, ¿no? Pero qué bien lo...",,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0182",no es que es frio para patear pero es frio frio y que mala leche lo de es un partido,"O sea, no es que es frío, papá, pero es frío, frío. Y qué mala leche lo de...","No es que es frío, papá, pero es frío, frío. Y qué mala leche lo de Diego.",,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0183",claro river arranca arranca bien y se supera porque es jodido que a los,"Claro, River arranca bien y se supera porque es jodido.","Claro, River arranca, arranca bien y se supera porque es jodido que a lo...",,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0184",no se diez diez minutos un jugador tuyo un compañero tuyo,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0185",se vaya roto de los ligamentos que nosotros viendo la jugada vemos que no hay mala leche de ibarra,que nosotros viendo la jugada vemos que no hay mala leche,que nosotros viendo la jugada vemos que no hay mala leche,,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0186",que incluso hasta se resbala pero hoy vamos a vengar a mi compañero porque no sabes bien,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0187",como fue la jugada y river se repuso a muchos se repuso a la lesion grave,no sabés bien cómo fue la jugada y River se repuso a mucho se repuso a la jugada,"porque no sabés bien cómo fue la jugada. Y River se repuso a muchos, se repuso a...",,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0188",de driuzzi con lo que significa driuzzi que es el unico que hace goles,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0189",o de los pocos se recompuso a errar un penal hoy el partido de river,,,,baseline_existing_only,low,0,blocked_no_asr_context,
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0190",fue muy bueno gente muy bueno no hace falta patear 40 veces al arco,muy bueno no hace falta patear 40 veces al arco para que tu equipo seas,muy bueno no hace falta patear 40 veces al arco para que tu equipo sea su,,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0191",para que tu equipo sea superior al rival y juegue a la altura,superior al rival y juegue a la altura.,al rival y juegue a la altura,,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0192",de las circunstancias venga      merecidisima clasificacion de river,"de las circunstancias, merecidísima clasificación de River, merecidísima.","de las circunstancias, merecidísima clasificación de River, merecidísima.",,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0193",merecidisima no le voy a mentir que despues de lo que paso el otro dia,No les voy a mentir que después de lo que pasó el otro día con Central.,"No les voy a mentir que después de lo que pasó el otro día con Central,",,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0194",con central algo de mi siente que bueno y central que vas a hacer,"Algo de mí siente que, bueno, dicen, track, ¿qué vas a hacer?",de mí siente que bueno y central que vas a hacer,,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0195",y ademas no no jodamos con la jugada de avila,"Y además, no, no jodamos con la jugada de Ávila.","Y además, no, no jodamos con la jugada de Ávila.",,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
argentina/existing,f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0196",que es grave grave que no lo hayan echado grave grave,"grave, grave que no lo hayan hinchado grave, grave",grave grave que no lo hayan hinchado grave grave,,completed_large_turbo_no_gpt,medium,0,not_attempted,gpt_cleaning_not_applied_no_invented_patches
