source_id,clip_id,clip_name,large_text,turbo_text,cer,wer,length_ratio,status,notes
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0321,clip_0321,"está, yo no quiero, me quiero volver a mi casa, le digo, pero no pasó nada, boludo, le digo, calma.","está, yo no quiero, me quiero volver a mi casa le digo, pero no pasó nada, boludo le digo, calma",0.0,0.0,1.0,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0322,clip_0322,un poco. Ya está. Zafamos. Eso es lo importante. No hay que dejarlo manejar en zonas críticas.,un poco. Ya está. Zafamos. Eso es lo importante. No hay que dejarlo manejar en zonas críticas.,0.0,0.0,1.0,computed,
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0323,clip_0323,chabón no puede manejar en sus lugares. A este chabón hay que darle una ruta recta y que agarre esa ruta,chabón no puede manejar en su lugar a este chabón hay que darle una ruta recta y que agarre esa ruta,0.0291,0.0952,0.9709,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0000",clip_0000,"River, que durante todo ese metro estuvimos diciendo no tiene el plantel","River, que durante todo el semestre estuvimos diciendo no tiene el plantel",0.0704,0.1667,1.0282,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0001",clip_0001,"que debería tener, está plagado de pibes.",que debería tener. Está plagado de pibes.,0.0,0.0,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0002",clip_0002,jugadores que no están a la altura qué culo que tiene river gana pero no sé,"Hay jugadores que no están a la altura, qué culo que tiene River, gana pero no se...",0.0667,0.125,1.0533,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0003",clip_0003,"sabemos bien cómo, hoy reemplazó todo eso por un equipo",sabemos bien cómo hoy reemplazó todo eso por un equipo,0.0,0.0,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0004",clip_0004,Por el equipo que fue al frente.,"serio, por un equipo que fue al frente.",0.2581,0.2857,1.1935,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0005",clip_0005,por un equipo que entendió lo que se estaba jugando y porque en definitiva es...,Por un equipo que entendió lo que se estaba jugando. Y porque en definitiva es...,0.0,0.0,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0006",clip_0006,"Y cuando River llega a una instancia así, por más que tenga todo eso que les marcamos, por más que hace...","Y cuando River llega a una instancia así, por más que tenga todo eso que les marcamos, por más que hace...",0.0,0.0,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0008",clip_0008,"Lorenzo era el que se vayan todos, casi todos los jugadores cuestionados.","Lorenzo era el que se vayan todos, casi todos los jugadores cuestionados.",0.0,0.0,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0009",clip_0009,Te salva el arquero cuando River llega a una distancia así.,Te salva el arquero cuando River llega a una instancia así.,0.0345,0.0909,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0010",clip_0010,"te das cuenta que, a pesar de que Central...","te das cuenta que, a pesar de que se entra en el juego,",0.35,0.5556,1.325,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0011",clip_0011,"Juega bien a pesar de que Central tiene probablemente uno de los mejores equipos, si no el mejor.","Juega bien, a pesar de que Central tiene probablemente uno de los mejores equipos, si no el mejor.",0.0,0.0,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0012",clip_0012,del fútbol argentino entra al monumental y,del fútbol argentino. Entra al Monumental y se...,0.0714,0.1429,1.0714,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0013",clip_0013,Central no estuvo a la altura.,Central no estuvo a la altura.,0.0,0.0,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0014",clip_0014,Y River se agrandó. Y River le tiró la grandeza encima.,"y River se agrandó, y River le tiró la grandeza encima.",0.0,0.0,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0015",clip_0015,entrar hoy central quedó muy chico,Central. Hoy Central quedó muy chico.,0.0588,0.1667,1.0294,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0016",clip_0016,muy chico en relación a lo que puede porque Central de verdad puede mucho más,muy chico en relación a lo que puede porque central de verdad puede mucho más,0.0,0.0,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0017",clip_0017,que lo que hizo hoy. Me imagino a los hinchas de Central recontra media calientes con Almirón.,que lo que hizo hoy. Me imagino a los hinchas de Central re contra media calientes con almirón.,0.0109,0.1176,1.0109,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0018",clip_0018,partido que planificó almirón el miedo es central,"partido que planificó al mirón, el miedo es central.",0.0204,0.25,1.0204,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0019",clip_0019,"Porque Central es un equipo que tiene muchachos grandes también, ¿eh?","Porque Central es un equipo que tiene muchachos grandes también, ¿eh? Muchachos...",0.1515,0.0909,1.1515,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0020",clip_0020,que están hechos también y algunos pibes y algunos pibes,que están hechos también y algunos pibes y algunos pibes.,0.0,0.0,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0021",clip_0021,"Pero este no fue el central que te sale a apretar, que... Este fue un...","Pero este no fue el central que te sale a apretar, que este fue un...",0.0,0.0,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0022",clip_0022,Y a Central ya esto le pasó varias veces.,Y a Central ya esto le pasó varias veces.,0.0,0.0,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0023",clip_0023,ese che varias veces es más almirón está en central,"varias veces, es más, Almirón está en central.",0.1569,0.2,0.8431,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0024",clip_0024,"Porque entendieron que Holland, cuando llegó la difícil, no pudo dar ese salto.","Porque entendieron que Holland, cuando llegó la difícil, no pudo dar ese salto.",0.0,0.0,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0026",clip_0026,"Hoy Almirón retrocedió. Hoy Central retrocedió. Central, que perdió como local, contro...",Hoy Almirón retrocedió. Hoy Central retrocedió. Central que perdió como local contra...,0.0122,0.0833,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0027",clip_0027,huracán en el Apertura con tres...,Huracán en la apertura.,0.3548,0.5,0.7097,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0028",clip_0028,estudiante que había salido octavo en el clausura que el otro día con Racing fue un partido,"que había salido octavo en el clausura, que el otro día con Racing fue un partido...",0.1209,0.0588,0.8791,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0029",clip_0029,mega parejo hasta que se desvirtuó totalmente y Central sacó provecho,mega parejo hasta que se desvirtuó totalmente y Central sacó provecho.,0.0,0.0,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0030",clip_0030,le costó hoy en el monumental fue una sombra de lo,"le costó, hoy en el Monumental fue una sombra de lo...",0.0,0.0,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0031",clip_0031,que podría hacer central en base a la calidad de jugadores que tiene así,que podría hacer central en base a la calidad de jugadores que tiene así,0.0,0.0,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0032",clip_0032,"todo, fíjense que cuando intentó","todo, fíjense que cuando intentó",0.0,0.0,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0033",clip_0033,"y bueno, mete un tiro en el palo por la rosca de Di María y otra jugada","Y bueno, mete un tiro en el palo por la rosca de Di María y otra jugada.",0.0,0.0,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0034",clip_0034,La única jugada donde Central conectó un poquito Que es la que gana Copetti,La única jugada donde Central conectó un poquito Que es la que gana Copetti,0.0,0.0,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0035",clip_0035,que Martín Encuerda tiene que barrer ahí y que termine todo y es la que le pega,que martín en cuarta tiene que barrer ahí termine todo y es la que le pega,0.1139,0.2353,0.9367,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0036",clip_0036,mucha convicción Paul Fernández,"Sí, mucha convicción. Paul Fernández.",0.0968,0.25,1.0968,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0038",clip_0038,mucho de River. River jugó con una intención.,Mucho de River. River jugó con una intención.,0.0,0.0,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0039",clip_0039,intensidad con un hambre river entró a la,"intensidad, con un hambre, River entró a la...",0.0,0.0,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0040",clip_0040,cancha sabiendo que tenía la oportunidad de su vida los jugadores de river hoy entendieron,cancha sabiendo que tenía la oportunidad de su vida los jugadores de river hoy entendieron,0.0,0.0,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0041",clip_0041,Que tenían la oportunidad de su vida De redimirse,que tenían la oportunidad de su vida de redimirse.,0.0,0.0,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0043",clip_0043,guacho como dijo en una o casi dice en una conferencia de prensa joder todo guacho,"Todo guacho, como dijo en una, o casi dice en una conferencia de prensa, todo guacho.",0.1341,0.125,0.9878,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0044",clip_0044,"todos guachos, pero hoy fue totalmente psicológico",todo guacho pero pero hoy fue totalmente psicológico,0.1224,0.4286,1.0612,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0045",clip_0045,también lo de River. River salió a cazarlo del cuello a Central y Central,"también lo de River, porque River salió a cazar lo del cuello a Central, y Central...",0.1111,0.2143,1.1111,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0046",clip_0046,central le quedó grande hasta lo que hace Ávila en el penal es decir que Ramírez,central le quedó grande hasta lo que hace Ávila en el penal es decir que Ramírez,0.0,0.0,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0048",clip_0048,¿Desde cuándo? Yo voy a hacer una pregunta. ¿Desde cuándo codazo medido?,¿Desde cuándo? Yo voy a hacer una pregunta. ¿Desde cuándo codazo medido?,0.0,0.0,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0049",clip_0049,"Codazo, porque ni siquiera en disputa de la pelota es codazo y después salta.",porque ni siquiera en disputa de la pelota es codazo y después alta como...,0.1733,0.2143,0.96,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0050",clip_0050,le pegué y desde cuando un codazo 100 de la pelota es amarilla en el fútbol,y bueno le pegué desde cuando codazo cien diputada de la pelota es amarilla en el fútbol,0.3467,0.375,1.1733,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0052",clip_0052,fue la vio eso lo grave no es que vos tenés que resolver ahí o te tenés que resolver,"la vio, eso lo grave. No es que vos tenés que resolver ahí o te tenés que...",0.1548,0.1053,0.8452,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0053",clip_0053,"apoyar con las líneas como eran, pero con VAR, con VAR decidió que eso no fuese roja","apoyar con los Línea como era antes. No, con VAR. Con VAR decidió que eso no fuese roja.",0.1098,0.2941,1.0244,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0054",clip_0054,"Una jugada así No es bueno Pero dio el penal No, no Porque fíjate","Y una jugada así, no es bueno, pero dio el penal. No, no, porque fíjate.",0.0312,0.0714,1.0312,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0055",clip_0055,Contigo erró el penal y Central siguió jugando 11 contra 11. Que no te echen un juego.,Conté le erró el penal y Central siguió jugando 11 contra 11. Que no te echen un...,0.119,0.1765,0.9405,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0056",clip_0056,y mucha ventaja y mucha ventaja lo del árbitro fue realmente impresentable en esa decisión,es mucha ventaja es mucha ventaja lo del árbitro fue realmente impresentable en esa decisión,0.0444,0.1333,1.0222,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0057",clip_0057,"Porque es codazo medido de habla, que es algo que no entiendo lo que hace.","Porque es codazo medido de Ávila, que es algo que no entiendo lo que hace.",0.0417,0.0667,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0058",clip_0058,"Loco está jugando una semifinal, el partido más importante de la carrera de Ávila.","Loco está jugando una semifinal, el partido más importante de la carrera de Ávila.",0.0,0.0,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0059",clip_0059,Probablemente uno de los partidos más importantes de la historia central de los últimos 40 años.,Probablemente uno de los partidos más importantes de la historia central de los últimos 40 años.,0.0,0.0,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0060",clip_0060,"En el monumental. Y bueno, viste.","En el monumental. Y bueno, viste.",0.0,0.0,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0061",clip_0061,así porque porque para salir campeón tenés que ser vivo,así porque porque para salir campeón tenés que ser vivo,0.0,0.0,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0062",clip_0062,bien y el pib ese que se tendría cabello expulsado no fue vivo y después en la otra jugada el penal,"Y el pibe ese, que se tendría que haber ido expulsado, no fue vivo y después en la otra jugaba el penaltas.",0.1919,0.3333,1.0505,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0063",clip_0063,"No sé si no era para rechazar de derecha también, porque igual...","también, no sé si no era para rechazar de derecha también, porque vale.",0.1967,0.1667,1.1148,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0064",clip_0064,"Es rarísimo el partido de Ávila de hoy, mamita, el partido de Central.","revés, rarísimo el partido de Ávila de hoy, mami, el partido de Central o de...",0.1493,0.3077,1.0896,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0065",clip_0065,defensores descentrales pero bueno también tiene guacho poco cuando viste también le quedan,defensores de centrales pero bueno también tiene guacho poco bando viste también le quedan,0.033,0.2308,0.989,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0067",clip_0067,Salió a jugar 4-4-2. Condi María tiraba a la derecha allá. 4-4-1.,"salió a jugar 4-4-2 Condi María tiraba a la derecha allá, 4-4-1",0.0,0.0,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0068",clip_0068,"Uno, uno, con un pánico.","uno, uno, con un pánico",0.0,0.0,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0069",clip_0069,Desde la postura central transmitió que se sentía o se sintió.,desde la postura central transmitió que se sentía o se sintió.,0.0,0.0,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0070",clip_0070,"de movida inferior arriba, de movida inferior arriba.",de movida inferior a River de movida inferior a River,0.1569,0.5,1.0392,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0071",clip_0071,Y River sufrió más de la cuenta para poder abrir el marcador porque se entra.,Y River sufrió más de la cuenta para poder abrir el marcador porque se entra...,0.0,0.0,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0072",clip_0072,estaba todo atrás. Central jugó como si no tuviera nada.,Estaba todo atrás. Central jugó como si no tuviera nada.,0.0,0.0,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0073",clip_0073,"Con un River que, insisto, si es River, es una serie final, es de local.","Con un River que, insisto, sigue River, es una semifinal, es de local.",0.0896,0.2667,0.9701,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0074",clip_0074,"valentona, pero es un River al cual vos le podés salir a jugar de otra forma. ¡Puéteme!","valentona, pero es un River al cual vos le podés salir a jugar de otra forma, pues tenés.",0.0723,0.1176,1.0361,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0075",clip_0075,Para jugar de otra forma. Ahí enfrente no tenés al River de... Lo que ha hecho Coudé...,para jugar de otra forma y enfrente no tenés al River de lo que ha hecho Coudé,0.0375,0.0588,0.975,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0077",clip_0077,es una final y si River no gana la final porque River es ganar,"Ahora es una final y si River no gana la final, porque River es ganar, no es.",0.1935,0.2143,1.1935,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0078",clip_0078,"Bueno, llegó a la final, acuérdense dónde estaba River.","Bueno, llegó a la final. Acuérdense dónde estaba River.",0.0,0.0,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0079",clip_0079,¿Dónde estaba cuando arrancó Godet? ¿Dónde estaba hace un mes? ¿Dónde estaba después del partido con Tucumán?,¿Dónde estaba cuando arrancó Joder? ¿Dónde estaba hace un mes? ¿Dónde estaba después el partido con Tucumán?,0.0291,0.1176,0.9903,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0080",clip_0080,¿Dónde estaba después de perder con Boca? ¿Dónde estaba con Gallardo?,¿Dónde estaba después de perder con Boca? ¿Dónde estaba con Gallardo?,0.0,0.0,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0081",clip_0081,¿Dónde estaba con Gallardo? River perdida con cualquiera. Codet lo puso en un...,"¿Dónde estaba con Gallardo, River perdida, con cualquiera? Godet lo puso el...",0.0676,0.2308,0.9595,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0082",clip_0082,"final, eh Flavio decís que tuvo","final, eh Flavio decís que tuvo",0.0,0.0,1.0,computed,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,"f03::AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A::clip_0083",clip_0083,"Sí, en algunos partidos tuvo culo, sí. Hoy mismo en alguna jugada tuvo culo.","culo. En algunos partidos tuvo culo, sí. Hoy mismo en alguna jugada tuvo culo.",0.0556,0.0714,1.0278,computed,
