job_id,video_id,safe_video_id,part_index,part_count,job_kind,status,clips_eligible,main_clips,context_clips,estimated_chars,prompt_path,input_jsonl_path,raw_output_path,validated_path,applied_at,chat_url,error,updated_at
video_ITovsJg-q5c__part_000,ITovsJg-q5c,ITovsJg-q5c,0,7,part,pending,197,197,3,159580,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_ITovsJg-q5c__part_000_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_ITovsJg-q5c__part_000_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_ITovsJg-q5c__part_000_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_ITovsJg-q5c__part_001,ITovsJg-q5c,ITovsJg-q5c,1,7,part,pending,208,208,6,159582,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_ITovsJg-q5c__part_001_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_ITovsJg-q5c__part_001_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_ITovsJg-q5c__part_001_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_WMk6afYRfKM__part_002,WMk6afYRfKM,WMk6afYRfKM,2,5,part,pending,190,190,6,159583,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_WMk6afYRfKM__part_002_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_WMk6afYRfKM__part_002_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_WMk6afYRfKM__part_002_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_EhYznjqlcKY__part_001,EhYznjqlcKY,EhYznjqlcKY,1,3,part,pending,179,179,6,159587,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_EhYznjqlcKY__part_001_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_EhYznjqlcKY__part_001_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_EhYznjqlcKY__part_001_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_h3HtBhArO1Q__part_000,h3HtBhArO1Q,h3HtBhArO1Q,0,9,part,pending,195,195,3,159623,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_h3HtBhArO1Q__part_000_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_h3HtBhArO1Q__part_000_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_h3HtBhArO1Q__part_000_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_h3HtBhArO1Q__part_001,h3HtBhArO1Q,h3HtBhArO1Q,1,9,part,pending,192,192,6,159638,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_h3HtBhArO1Q__part_001_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_h3HtBhArO1Q__part_001_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_h3HtBhArO1Q__part_001_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_ChceWp7jwCA__part_003,ChceWp7jwCA,ChceWp7jwCA,3,5,part,pending,157,157,6,159653,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_ChceWp7jwCA__part_003_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_ChceWp7jwCA__part_003_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_ChceWp7jwCA__part_003_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_Z-t-GNlxpYc__part_002,Z-t-GNlxpYc,Z-t-GNlxpYc,2,4,part,pending,208,208,6,159663,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_Z-t-GNlxpYc__part_002_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_Z-t-GNlxpYc__part_002_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_Z-t-GNlxpYc__part_002_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_VpCoTQ9073o__part_000,VpCoTQ9073o,VpCoTQ9073o,0,3,part,pending,154,154,3,159670,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_VpCoTQ9073o__part_000_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_VpCoTQ9073o__part_000_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_VpCoTQ9073o__part_000_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_h3HtBhArO1Q__part_007,h3HtBhArO1Q,h3HtBhArO1Q,7,9,part,pending,198,198,6,159676,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_h3HtBhArO1Q__part_007_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_h3HtBhArO1Q__part_007_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_h3HtBhArO1Q__part_007_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_Z-t-GNlxpYc__part_001,Z-t-GNlxpYc,Z-t-GNlxpYc,1,4,part,pending,204,204,6,159703,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_Z-t-GNlxpYc__part_001_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_Z-t-GNlxpYc__part_001_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_Z-t-GNlxpYc__part_001_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_ITovsJg-q5c__part_003,ITovsJg-q5c,ITovsJg-q5c,3,7,part,pending,205,205,6,159740,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_ITovsJg-q5c__part_003_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_ITovsJg-q5c__part_003_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_ITovsJg-q5c__part_003_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_jgp8WZvtkWU__part_002,jgp8WZvtkWU,jgp8WZvtkWU,2,5,part,pending,202,202,6,159749,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_jgp8WZvtkWU__part_002_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_jgp8WZvtkWU__part_002_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_jgp8WZvtkWU__part_002_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_OrwtPwftIi4__part_002,OrwtPwftIi4,OrwtPwftIi4,2,5,part,pending,213,213,6,159789,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_OrwtPwftIi4__part_002_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_OrwtPwftIi4__part_002_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_OrwtPwftIi4__part_002_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_YYIVFA000BI__part_000,YYIVFA000BI,YYIVFA000BI,0,6,part,pending,223,223,3,159793,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_YYIVFA000BI__part_000_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_YYIVFA000BI__part_000_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_YYIVFA000BI__part_000_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_h3HtBhArO1Q__part_003,h3HtBhArO1Q,h3HtBhArO1Q,3,9,part,pending,198,198,6,159798,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_h3HtBhArO1Q__part_003_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_h3HtBhArO1Q__part_003_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_h3HtBhArO1Q__part_003_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_ChceWp7jwCA__part_000,ChceWp7jwCA,ChceWp7jwCA,0,5,part,pending,156,156,3,159799,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_ChceWp7jwCA__part_000_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_ChceWp7jwCA__part_000_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_ChceWp7jwCA__part_000_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_j4x2GC1Ztro__part_000,j4x2GC1Ztro,j4x2GC1Ztro,0,5,part,pending,195,195,3,159803,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_j4x2GC1Ztro__part_000_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_j4x2GC1Ztro__part_000_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_j4x2GC1Ztro__part_000_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_ChceWp7jwCA__part_004,ChceWp7jwCA,ChceWp7jwCA,4,5,part,pending,161,161,3,159823,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_ChceWp7jwCA__part_004_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_ChceWp7jwCA__part_004_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_ChceWp7jwCA__part_004_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_YYIVFA000BI__part_003,YYIVFA000BI,YYIVFA000BI,3,6,part,pending,232,232,6,159830,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_YYIVFA000BI__part_003_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_YYIVFA000BI__part_003_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_YYIVFA000BI__part_003_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_j4x2GC1Ztro__part_001,j4x2GC1Ztro,j4x2GC1Ztro,1,5,part,pending,191,191,6,159854,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_j4x2GC1Ztro__part_001_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_j4x2GC1Ztro__part_001_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_j4x2GC1Ztro__part_001_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_h3HtBhArO1Q__part_004,h3HtBhArO1Q,h3HtBhArO1Q,4,9,part,pending,196,196,6,159867,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_h3HtBhArO1Q__part_004_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_h3HtBhArO1Q__part_004_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_h3HtBhArO1Q__part_004_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_ITovsJg-q5c__part_005,ITovsJg-q5c,ITovsJg-q5c,5,7,part,pending,204,204,6,159876,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_ITovsJg-q5c__part_005_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_ITovsJg-q5c__part_005_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_ITovsJg-q5c__part_005_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_qEKPgqURvo0__part_001,qEKPgqURvo0,qEKPgqURvo0,1,5,part,pending,220,220,6,159907,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_qEKPgqURvo0__part_001_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_qEKPgqURvo0__part_001_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_qEKPgqURvo0__part_001_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_JixCyhEGE0A__part_001,JixCyhEGE0A,JixCyhEGE0A,1,3,part,pending,184,184,6,159910,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_JixCyhEGE0A__part_001_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_JixCyhEGE0A__part_001_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_JixCyhEGE0A__part_001_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_q94HfK07DjI__part_000,q94HfK07DjI,q94HfK07DjI,0,3,part,pending,222,222,3,159916,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_q94HfK07DjI__part_000_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_q94HfK07DjI__part_000_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_q94HfK07DjI__part_000_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_YYIVFA000BI__part_004,YYIVFA000BI,YYIVFA000BI,4,6,part,pending,225,225,6,159925,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_YYIVFA000BI__part_004_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_YYIVFA000BI__part_004_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_YYIVFA000BI__part_004_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_jgp8WZvtkWU__part_001,jgp8WZvtkWU,jgp8WZvtkWU,1,5,part,pending,197,197,6,159930,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_jgp8WZvtkWU__part_001_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_jgp8WZvtkWU__part_001_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_jgp8WZvtkWU__part_001_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_j4x2GC1Ztro__part_003,j4x2GC1Ztro,j4x2GC1Ztro,3,5,part,pending,192,192,6,159943,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_j4x2GC1Ztro__part_003_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_j4x2GC1Ztro__part_003_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_j4x2GC1Ztro__part_003_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_h3HtBhArO1Q__part_002,h3HtBhArO1Q,h3HtBhArO1Q,2,9,part,pending,197,197,6,159961,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_h3HtBhArO1Q__part_002_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_h3HtBhArO1Q__part_002_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_h3HtBhArO1Q__part_002_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_Z-t-GNlxpYc__part_000,Z-t-GNlxpYc,Z-t-GNlxpYc,0,4,part,pending,209,209,3,159962,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_Z-t-GNlxpYc__part_000_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_Z-t-GNlxpYc__part_000_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_Z-t-GNlxpYc__part_000_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_ITovsJg-q5c__part_004,ITovsJg-q5c,ITovsJg-q5c,4,7,part,pending,208,208,6,159971,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_ITovsJg-q5c__part_004_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_ITovsJg-q5c__part_004_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_ITovsJg-q5c__part_004_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_jgp8WZvtkWU__part_000,jgp8WZvtkWU,jgp8WZvtkWU,0,5,part,pending,202,202,3,159973,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_jgp8WZvtkWU__part_000_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_jgp8WZvtkWU__part_000_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_jgp8WZvtkWU__part_000_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_ITovsJg-q5c__part_002,ITovsJg-q5c,ITovsJg-q5c,2,7,part,pending,207,207,6,159978,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_ITovsJg-q5c__part_002_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_ITovsJg-q5c__part_002_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_ITovsJg-q5c__part_002_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_YYIVFA000BI__part_001,YYIVFA000BI,YYIVFA000BI,1,6,part,pending,228,228,6,159998,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_YYIVFA000BI__part_001_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_YYIVFA000BI__part_001_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_YYIVFA000BI__part_001_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_9k48Da7vkzE,9k48Da7vkzE,9k48Da7vkzE,,1,full,pending,195,195,0,185197,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_9k48Da7vkzE_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_9k48Da7vkzE_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_9k48Da7vkzE_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_PyOSsNLEg4I,PyOSsNLEg4I,PyOSsNLEg4I,,1,full,pending,190,190,0,190578,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_PyOSsNLEg4I_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_PyOSsNLEg4I_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_PyOSsNLEg4I_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_sjnH4bTak9s,sjnH4bTak9s,sjnH4bTak9s,,1,full,pending,236,236,0,199239,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_sjnH4bTak9s_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_sjnH4bTak9s_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_sjnH4bTak9s_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_yJxDKBgw5NU,yJxDKBgw5NU,yJxDKBgw5NU,,1,full,pending,238,238,0,205106,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_yJxDKBgw5NU_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_yJxDKBgw5NU_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_yJxDKBgw5NU_raw.jsonl,,,,,2026-07-08T13:53:31Z
video_R3f0x1IJvhI,R3f0x1IJvhI,R3f0x1IJvhI,,1,full,pending,284,284,0,209624,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_R3f0x1IJvhI_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_R3f0x1IJvhI_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_R3f0x1IJvhI_raw.jsonl,,,,,2026-07-08T13:53:31Z
