job_id,video_id,safe_video_id,part_index,part_count,job_kind,dataset_group,source_id,title,channel,source_url,clips_eligible,main_clips,context_clips,estimated_chars,prompt_path,input_jsonl_path,raw_output_path,status,created_at,notes
video_VpCoTQ9073o__part_000,VpCoTQ9073o,VpCoTQ9073o,0,3,part,argentina/existing,f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y,"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",f12,https://www.youtube.com/watch?v=VpCoTQ9073o,154,154,3,159670,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_VpCoTQ9073o__part_000_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_VpCoTQ9073o__part_000_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_VpCoTQ9073o__part_000_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_VpCoTQ9073o__part_001,VpCoTQ9073o,VpCoTQ9073o,1,3,part,argentina/existing,f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y,"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",f12,https://www.youtube.com/watch?v=VpCoTQ9073o,154,154,6,159282,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_VpCoTQ9073o__part_001_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_VpCoTQ9073o__part_001_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_VpCoTQ9073o__part_001_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_VpCoTQ9073o__part_002,VpCoTQ9073o,VpCoTQ9073o,2,3,part,argentina/existing,f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y,"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",f12,https://www.youtube.com/watch?v=VpCoTQ9073o,9,9,3,14789,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_VpCoTQ9073o__part_002_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_VpCoTQ9073o__part_002_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_VpCoTQ9073o__part_002_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_WMk6afYRfKM__part_000,WMk6afYRfKM,WMk6afYRfKM,0,5,part,argentina/new_discovery,nd__WMk6afYRfKM,"Entrevista en “IP Noticias” con Noelia Barral, Romina Calderaro y Nora Veiras - IP - 07/02/2021",Alberto Fernández,https://www.youtube.com/watch?v=WMk6afYRfKM,190,190,3,159374,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_WMk6afYRfKM__part_000_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_WMk6afYRfKM__part_000_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_WMk6afYRfKM__part_000_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_WMk6afYRfKM__part_001,WMk6afYRfKM,WMk6afYRfKM,1,5,part,argentina/new_discovery,nd__WMk6afYRfKM,"Entrevista en “IP Noticias” con Noelia Barral, Romina Calderaro y Nora Veiras - IP - 07/02/2021",Alberto Fernández,https://www.youtube.com/watch?v=WMk6afYRfKM,187,187,6,159550,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_WMk6afYRfKM__part_001_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_WMk6afYRfKM__part_001_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_WMk6afYRfKM__part_001_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_WMk6afYRfKM__part_002,WMk6afYRfKM,WMk6afYRfKM,2,5,part,argentina/new_discovery,nd__WMk6afYRfKM,"Entrevista en “IP Noticias” con Noelia Barral, Romina Calderaro y Nora Veiras - IP - 07/02/2021",Alberto Fernández,https://www.youtube.com/watch?v=WMk6afYRfKM,190,190,6,159583,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_WMk6afYRfKM__part_002_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_WMk6afYRfKM__part_002_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_WMk6afYRfKM__part_002_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_WMk6afYRfKM__part_003,WMk6afYRfKM,WMk6afYRfKM,3,5,part,argentina/new_discovery,nd__WMk6afYRfKM,"Entrevista en “IP Noticias” con Noelia Barral, Romina Calderaro y Nora Veiras - IP - 07/02/2021",Alberto Fernández,https://www.youtube.com/watch?v=WMk6afYRfKM,188,188,6,159190,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_WMk6afYRfKM__part_003_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_WMk6afYRfKM__part_003_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_WMk6afYRfKM__part_003_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_WMk6afYRfKM__part_004,WMk6afYRfKM,WMk6afYRfKM,4,5,part,argentina/new_discovery,nd__WMk6afYRfKM,"Entrevista en “IP Noticias” con Noelia Barral, Romina Calderaro y Nora Veiras - IP - 07/02/2021",Alberto Fernández,https://www.youtube.com/watch?v=WMk6afYRfKM,155,155,3,127967,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_WMk6afYRfKM__part_004_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_WMk6afYRfKM__part_004_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_WMk6afYRfKM__part_004_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_YYIVFA000BI__part_000,YYIVFA000BI,YYIVFA000BI,0,6,part,argentina/new_discovery,nd__YYIVFA000BI,Pepe Mujica con Jorge Fontevecchia (Entrevista Completa),Perfil,https://www.youtube.com/watch?v=YYIVFA000BI,223,223,3,159793,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_YYIVFA000BI__part_000_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_YYIVFA000BI__part_000_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_YYIVFA000BI__part_000_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_YYIVFA000BI__part_001,YYIVFA000BI,YYIVFA000BI,1,6,part,argentina/new_discovery,nd__YYIVFA000BI,Pepe Mujica con Jorge Fontevecchia (Entrevista Completa),Perfil,https://www.youtube.com/watch?v=YYIVFA000BI,228,228,6,159998,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_YYIVFA000BI__part_001_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_YYIVFA000BI__part_001_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_YYIVFA000BI__part_001_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_YYIVFA000BI__part_002,YYIVFA000BI,YYIVFA000BI,2,6,part,argentina/new_discovery,nd__YYIVFA000BI,Pepe Mujica con Jorge Fontevecchia (Entrevista Completa),Perfil,https://www.youtube.com/watch?v=YYIVFA000BI,224,224,6,159455,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_YYIVFA000BI__part_002_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_YYIVFA000BI__part_002_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_YYIVFA000BI__part_002_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_YYIVFA000BI__part_003,YYIVFA000BI,YYIVFA000BI,3,6,part,argentina/new_discovery,nd__YYIVFA000BI,Pepe Mujica con Jorge Fontevecchia (Entrevista Completa),Perfil,https://www.youtube.com/watch?v=YYIVFA000BI,232,232,6,159830,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_YYIVFA000BI__part_003_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_YYIVFA000BI__part_003_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_YYIVFA000BI__part_003_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_YYIVFA000BI__part_004,YYIVFA000BI,YYIVFA000BI,4,6,part,argentina/new_discovery,nd__YYIVFA000BI,Pepe Mujica con Jorge Fontevecchia (Entrevista Completa),Perfil,https://www.youtube.com/watch?v=YYIVFA000BI,225,225,6,159925,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_YYIVFA000BI__part_004_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_YYIVFA000BI__part_004_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_YYIVFA000BI__part_004_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_YYIVFA000BI__part_005,YYIVFA000BI,YYIVFA000BI,5,6,part,argentina/new_discovery,nd__YYIVFA000BI,Pepe Mujica con Jorge Fontevecchia (Entrevista Completa),Perfil,https://www.youtube.com/watch?v=YYIVFA000BI,26,26,3,22113,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_YYIVFA000BI__part_005_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_YYIVFA000BI__part_005_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_YYIVFA000BI__part_005_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_Z-t-GNlxpYc__part_000,Z-t-GNlxpYc,Z-t-GNlxpYc,0,4,part,argentina/new_discovery,nd__Z-t-GNlxpYc,"Entrevista completa de Javier Milei con Luis Majul: ""Hemos pasado el momento bisagra""",LA NACION,https://www.youtube.com/watch?v=Z-t-GNlxpYc,209,209,3,159962,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_Z-t-GNlxpYc__part_000_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_Z-t-GNlxpYc__part_000_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_Z-t-GNlxpYc__part_000_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_Z-t-GNlxpYc__part_001,Z-t-GNlxpYc,Z-t-GNlxpYc,1,4,part,argentina/new_discovery,nd__Z-t-GNlxpYc,"Entrevista completa de Javier Milei con Luis Majul: ""Hemos pasado el momento bisagra""",LA NACION,https://www.youtube.com/watch?v=Z-t-GNlxpYc,204,204,6,159703,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_Z-t-GNlxpYc__part_001_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_Z-t-GNlxpYc__part_001_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_Z-t-GNlxpYc__part_001_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_Z-t-GNlxpYc__part_002,Z-t-GNlxpYc,Z-t-GNlxpYc,2,4,part,argentina/new_discovery,nd__Z-t-GNlxpYc,"Entrevista completa de Javier Milei con Luis Majul: ""Hemos pasado el momento bisagra""",LA NACION,https://www.youtube.com/watch?v=Z-t-GNlxpYc,208,208,6,159663,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_Z-t-GNlxpYc__part_002_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_Z-t-GNlxpYc__part_002_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_Z-t-GNlxpYc__part_002_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_Z-t-GNlxpYc__part_003,Z-t-GNlxpYc,Z-t-GNlxpYc,3,4,part,argentina/new_discovery,nd__Z-t-GNlxpYc,"Entrevista completa de Javier Milei con Luis Majul: ""Hemos pasado el momento bisagra""",LA NACION,https://www.youtube.com/watch?v=Z-t-GNlxpYc,184,184,3,134199,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_Z-t-GNlxpYc__part_003_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_Z-t-GNlxpYc__part_003_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_Z-t-GNlxpYc__part_003_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_eqw0QM4A0oA__part_000,eqw0QM4A0oA,eqw0QM4A0oA,0,4,part,argentina/new_discovery,nd__eqw0QM4A0oA,Taty Almeida | Bios Militantes con Julia Mengolini en #Segurola,Futurock FM,https://www.youtube.com/watch?v=eqw0QM4A0oA,192,192,3,159326,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_eqw0QM4A0oA__part_000_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_eqw0QM4A0oA__part_000_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_eqw0QM4A0oA__part_000_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_eqw0QM4A0oA__part_001,eqw0QM4A0oA,eqw0QM4A0oA,1,4,part,argentina/new_discovery,nd__eqw0QM4A0oA,Taty Almeida | Bios Militantes con Julia Mengolini en #Segurola,Futurock FM,https://www.youtube.com/watch?v=eqw0QM4A0oA,188,188,6,159562,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_eqw0QM4A0oA__part_001_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_eqw0QM4A0oA__part_001_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_eqw0QM4A0oA__part_001_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_eqw0QM4A0oA__part_002,eqw0QM4A0oA,eqw0QM4A0oA,2,4,part,argentina/new_discovery,nd__eqw0QM4A0oA,Taty Almeida | Bios Militantes con Julia Mengolini en #Segurola,Futurock FM,https://www.youtube.com/watch?v=eqw0QM4A0oA,182,182,6,159366,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_eqw0QM4A0oA__part_002_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_eqw0QM4A0oA__part_002_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_eqw0QM4A0oA__part_002_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_eqw0QM4A0oA__part_003,eqw0QM4A0oA,eqw0QM4A0oA,3,4,part,argentina/new_discovery,nd__eqw0QM4A0oA,Taty Almeida | Bios Militantes con Julia Mengolini en #Segurola,Futurock FM,https://www.youtube.com/watch?v=eqw0QM4A0oA,7,7,3,11492,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_eqw0QM4A0oA__part_003_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_eqw0QM4A0oA__part_003_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_eqw0QM4A0oA__part_003_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_h3HtBhArO1Q__part_000,h3HtBhArO1Q,h3HtBhArO1Q,0,9,part,argentina/new_discovery,nd__h3HtBhArO1Q,El Método Rebord #56 - Andy Chango,El Método Rebord,https://www.youtube.com/watch?v=h3HtBhArO1Q,195,195,3,159623,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_h3HtBhArO1Q__part_000_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_h3HtBhArO1Q__part_000_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_h3HtBhArO1Q__part_000_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_h3HtBhArO1Q__part_001,h3HtBhArO1Q,h3HtBhArO1Q,1,9,part,argentina/new_discovery,nd__h3HtBhArO1Q,El Método Rebord #56 - Andy Chango,El Método Rebord,https://www.youtube.com/watch?v=h3HtBhArO1Q,192,192,6,159638,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_h3HtBhArO1Q__part_001_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_h3HtBhArO1Q__part_001_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_h3HtBhArO1Q__part_001_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_h3HtBhArO1Q__part_002,h3HtBhArO1Q,h3HtBhArO1Q,2,9,part,argentina/new_discovery,nd__h3HtBhArO1Q,El Método Rebord #56 - Andy Chango,El Método Rebord,https://www.youtube.com/watch?v=h3HtBhArO1Q,197,197,6,159961,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_h3HtBhArO1Q__part_002_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_h3HtBhArO1Q__part_002_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_h3HtBhArO1Q__part_002_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_h3HtBhArO1Q__part_003,h3HtBhArO1Q,h3HtBhArO1Q,3,9,part,argentina/new_discovery,nd__h3HtBhArO1Q,El Método Rebord #56 - Andy Chango,El Método Rebord,https://www.youtube.com/watch?v=h3HtBhArO1Q,198,198,6,159798,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_h3HtBhArO1Q__part_003_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_h3HtBhArO1Q__part_003_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_h3HtBhArO1Q__part_003_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_h3HtBhArO1Q__part_004,h3HtBhArO1Q,h3HtBhArO1Q,4,9,part,argentina/new_discovery,nd__h3HtBhArO1Q,El Método Rebord #56 - Andy Chango,El Método Rebord,https://www.youtube.com/watch?v=h3HtBhArO1Q,196,196,6,159867,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_h3HtBhArO1Q__part_004_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_h3HtBhArO1Q__part_004_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_h3HtBhArO1Q__part_004_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_h3HtBhArO1Q__part_005,h3HtBhArO1Q,h3HtBhArO1Q,5,9,part,argentina/new_discovery,nd__h3HtBhArO1Q,El Método Rebord #56 - Andy Chango,El Método Rebord,https://www.youtube.com/watch?v=h3HtBhArO1Q,197,197,6,159458,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_h3HtBhArO1Q__part_005_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_h3HtBhArO1Q__part_005_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_h3HtBhArO1Q__part_005_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_h3HtBhArO1Q__part_006,h3HtBhArO1Q,h3HtBhArO1Q,6,9,part,argentina/new_discovery,nd__h3HtBhArO1Q,El Método Rebord #56 - Andy Chango,El Método Rebord,https://www.youtube.com/watch?v=h3HtBhArO1Q,197,197,6,159406,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_h3HtBhArO1Q__part_006_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_h3HtBhArO1Q__part_006_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_h3HtBhArO1Q__part_006_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_h3HtBhArO1Q__part_007,h3HtBhArO1Q,h3HtBhArO1Q,7,9,part,argentina/new_discovery,nd__h3HtBhArO1Q,El Método Rebord #56 - Andy Chango,El Método Rebord,https://www.youtube.com/watch?v=h3HtBhArO1Q,198,198,6,159676,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_h3HtBhArO1Q__part_007_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_h3HtBhArO1Q__part_007_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_h3HtBhArO1Q__part_007_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_h3HtBhArO1Q__part_008,h3HtBhArO1Q,h3HtBhArO1Q,8,9,part,argentina/new_discovery,nd__h3HtBhArO1Q,El Método Rebord #56 - Andy Chango,El Método Rebord,https://www.youtube.com/watch?v=h3HtBhArO1Q,7,7,3,11139,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_h3HtBhArO1Q__part_008_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_h3HtBhArO1Q__part_008_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_h3HtBhArO1Q__part_008_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_j4x2GC1Ztro__part_000,j4x2GC1Ztro,j4x2GC1Ztro,0,5,part,argentina/new_discovery,nd__j4x2GC1Ztro,Mario Pergolini y un imperdible mano a mano con Andy Kusnetzoff | #Perros2022 Perros de la Calle,Urbana Play 104.3 FM,https://www.youtube.com/watch?v=j4x2GC1Ztro,195,195,3,159803,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_j4x2GC1Ztro__part_000_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_j4x2GC1Ztro__part_000_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_j4x2GC1Ztro__part_000_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_j4x2GC1Ztro__part_001,j4x2GC1Ztro,j4x2GC1Ztro,1,5,part,argentina/new_discovery,nd__j4x2GC1Ztro,Mario Pergolini y un imperdible mano a mano con Andy Kusnetzoff | #Perros2022 Perros de la Calle,Urbana Play 104.3 FM,https://www.youtube.com/watch?v=j4x2GC1Ztro,191,191,6,159854,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_j4x2GC1Ztro__part_001_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_j4x2GC1Ztro__part_001_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_j4x2GC1Ztro__part_001_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_j4x2GC1Ztro__part_002,j4x2GC1Ztro,j4x2GC1Ztro,2,5,part,argentina/new_discovery,nd__j4x2GC1Ztro,Mario Pergolini y un imperdible mano a mano con Andy Kusnetzoff | #Perros2022 Perros de la Calle,Urbana Play 104.3 FM,https://www.youtube.com/watch?v=j4x2GC1Ztro,187,187,6,159367,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_j4x2GC1Ztro__part_002_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_j4x2GC1Ztro__part_002_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_j4x2GC1Ztro__part_002_raw.jsonl,pending,2026-07-08T13:53:31Z,
video_j4x2GC1Ztro__part_003,j4x2GC1Ztro,j4x2GC1Ztro,3,5,part,argentina/new_discovery,nd__j4x2GC1Ztro,Mario Pergolini y un imperdible mano a mano con Andy Kusnetzoff | #Perros2022 Perros de la Calle,Urbana Play 104.3 FM,https://www.youtube.com/watch?v=j4x2GC1Ztro,192,192,6,159943,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_j4x2GC1Ztro__part_003_prompt.md,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\video_jobs\video_j4x2GC1Ztro__part_003_input.jsonl,C:\Users\bianc\NLP Natural Language Processing\labios-argentos\data_cleaning_clean_v1\raw_outputs\video_j4x2GC1Ztro__part_003_raw.jsonl,pending,2026-07-08T13:53:31Z,
