applied_at,video_id,clip_id,action,confidence,patch_count,text_before,text_after,reason,notes
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0764,keep,medium,0,"afito nos hacemos amigos, a mí me adopta, vivimos a la vuelta, empiezo la amistad.","afito nos hacemos amigos, a mí me adopta, vivimos a la vuelta, empiezo la amistad.",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0765,keep,medium,0,y después me voy a España y en la compañía,y después me voy a España y en la compañía,se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0766,patch,medium,1,"compañía de discos, claro, Calamar o Ariel Rotos me presentan como Andy Chang o que era como me llamaban ellos, pero yo pienso astuta","compañía de discos, claro, Calamaro, Ariel Rot me presentan como Andy Chango que era como me llamaban ellos, pero yo pienso astuta",corrección puntual conservadora apoyada por turbo y/o contexto cercano.,Se corrigió solo el tramo con error claro de ASR.
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0767,keep,medium,0,Chango no me gusta porque no entiendo bien Siempre estuve disconforme Pero es mejor que Feherman porque me...,Chango no me gusta porque no entiendo bien Siempre estuve disconforme Pero es mejor que Feherman porque me...,se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0768,patch,medium,1,"Mi papá trabaja en el hospital de niños Garrahan y que yo salga defendiendo la jalopa, o sea, a nivel libre.","Mi papá trabaja en el hospital de niños Garrahan y que yo salga defendiendo la falopa, o sea, a nivel libre.",corrección puntual conservadora apoyada por turbo y/o contexto cercano.,Se corrigió solo el tramo con error claro de ASR.
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0769,keep,high,0,"aunque yo estaba en España, entendí que me convenía despegar el apellido familiar, cosa que pasó porque después fui a...","aunque yo estaba en España, entendí que me convenía despegar el apellido familiar, cosa que pasó porque después fui a...",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0770,patch,medium,0,"lo de Lucho Avilés y si hubieran dicho Andy Fejerman, él se tenía que fumar en el Garrahan todas las mañanas.","lo de Lucho Avilés y si hubieran dicho Andy Fejerman, él se tenía que fumar en el Garrahan todas las mañanas.",corrección puntual conservadora apoyada por turbo y/o contexto cercano.,Se corrigió solo el tramo con error claro de ASR.
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0771,keep,medium,0,hijo del falopero. Entonces quise cuidar el prestigio familiar también y el corazón de mi papá que había bancado demasiado dibujo.,hijo del falopero. Entonces quise cuidar el prestigio familiar también y el corazón de mi papá que había bancado demasiado dibujo.,se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0772,keep,medium,0,"y que también tuvimos muchísimo amor y sobre todo al final cuando volví, por suerte volví de España y lo supe.","y que también tuvimos muchísimo amor y sobre todo al final cuando volví, por suerte volví de España y lo supe.",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0773,keep,medium,0,"los últimos años, o el último, los últimos, sí, tuve tres años lindos, con él,","los últimos años, o el último, los últimos, sí, tuve tres años lindos, con él,",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0774,keep,medium,0,"y después ya los últimos momentos, pero estuvo un reencuentro ya de grande, de cuarenta y pico y con nieta y conviviendo.","y después ya los últimos momentos, pero estuvo un reencuentro ya de grande, de cuarenta y pico y con nieta y conviviendo.",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0775,keep,high,0,"con todo el amor del mundo, con todo el entendimiento, ya con él respetándome un montón, con todo superado.","con todo el amor del mundo, con todo el entendimiento, ya con él respetándome un montón, con todo superado.",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0776,keep,high,0,"yo entendiendo todo de él. Cerré muy bien la relación con mi viejo, lo que fue una lucha entre una persona...","yo entendiendo todo de él. Cerré muy bien la relación con mi viejo, lo que fue una lucha entre una persona...",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0777,keep,medium,0,súper estructurada y exigente y una persona con una ansia de libertad increíble en un país súper represivo.,súper estructurada y exigente y una persona con una ansia de libertad increíble en un país súper represivo.,se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0778,keep,medium,0,terminó en una historia de amor mutuo y de admiración mutua. El gran científico llegó hasta admirar...,terminó en una historia de amor mutuo y de admiración mutua. El gran científico llegó hasta admirar...,se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0779,keep,medium,0,"Mi capacidad para salir con chicas en aquel entonces, porque él era muy reprimido.","Mi capacidad para salir con chicas en aquel entonces, porque él era muy reprimido.",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0780,keep,medium,0,empezó a entender que hacía cosas buenas y que empezó a entender que era buen hijo también.,empezó a entender que hacía cosas buenas y que empezó a entender que era buen hijo también.,se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0781,patch,medium,1,"ya cuando estaba enfermo decía, pero por qué venís a cuidarme y suspendes el teatrito porque no soy como vos que cuidas solo la","ya cuando estaba enfermo decía, pero por qué venís a cuidarme y suspendés el teatrito porque no soy como vos que cuidás solo la",corrección puntual conservadora apoyada por turbo y/o contexto cercano.,Se corrigió solo el tramo con error claro de ASR.
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0782,keep,medium,0,"carrera, que además te quiero un huevo y vengo corriendo. Y se reemocionaba, era súper dulce mi papi.","carrera, que además te quiero un huevo y vengo corriendo. Y se reemocionaba, era súper dulce mi papi.",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0783,keep,medium,0,Lo que pasa es que a veces hay cosas que son muy importantes. Y es más que un futbolista.,Lo que pasa es que a veces hay cosas que son muy importantes. Y es más que un futbolista.,se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0784,keep,medium,0,"dice, uy, no le doy bola a la familia, tengo partido en Manchester. Pero realmente atender niños que tienen cáncer de cerebro,","dice, uy, no le doy bola a la familia, tengo partido en Manchester. Pero realmente atender niños que tienen cáncer de cerebro,",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0785,patch,medium,1,"o lo que haga falta, síndrome de Rettlock, todo eso. Y es un compromiso cotidiano.","o lo que haga falta, síndrome de Rett, todo eso. Y es un compromiso cotidiano.",corrección puntual conservadora apoyada por turbo y/o contexto cercano.,Se corrigió solo el tramo con error claro de ASR.
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0786,patch,medium,1,"con que claro, yo empezaba a lograr muchísimo a mi viejo con la edad.","que claro, yo empecé a valorar muchísimo a mi viejo con la edad, ¿no?",corrección puntual conservadora apoyada por turbo y/o contexto cercano.,Se corrigió solo el tramo con error claro de ASR.
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0787,patch,medium,1,"Y después también que había un abismo generacional y que esa época no era mi viejo, no tiene para nada en la cu...","Y después también que había un abismo generacional y que esa época no era mi viejo, no tenía para nada la culpa.",corrección puntual conservadora apoyada por turbo y/o contexto cercano.,Se corrigió solo el tramo con error claro de ASR.
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0788,keep,medium,0,la sociedad entera era igual que me miraban todos en el colegio los amigos de mi viejo la sociedad,la sociedad entera era igual que me miraban todos en el colegio los amigos de mi viejo la sociedad,se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0789,keep,medium,0,"y ni hablar la cana ni nada. Él era al revés, el que más beneplácito tenía porque era mi papá.","y ni hablar la cana ni nada. Él era al revés, el que más beneplácito tenía porque era mi papá.",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0790,keep,high,0,"Y bueno, qué hermoso, igual que pudiste tener un epílogo, si se quiere, ¿no?","Y bueno, qué hermoso, igual que pudiste tener un epílogo, si se quiere, ¿no?",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0791,keep,medium,0,"Es un capítulo al final de respeto mutuo. Dijiste, es un montón. Hay mucha gente que nunca tiene...","Es un capítulo al final de respeto mutuo. Dijiste, es un montón. Hay mucha gente que nunca tiene...",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0792,keep,high,0,Hay gente que no llega a eso. Es muy bueno cerrar siempre las cosas bien.,Hay gente que no llega a eso. Es muy bueno cerrar siempre las cosas bien.,se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0793,keep,high,0,"Es horrible que se haya muerto, hubiéramos disfrutado más años. O sea, no es que cerramos porque se estaba muriendo, cerramos de onda, estaba bien él.","Es horrible que se haya muerto, hubiéramos disfrutado más años. O sea, no es que cerramos porque se estaba muriendo, cerramos de onda, estaba bien él.",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0794,keep,medium,0,"Y empezamos a entender qué compartir, cómo, y eso es hermoso.","Y empezamos a entender qué compartir, cómo, y eso es hermoso.",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0795,keep,medium,0,"que no está al 100%, la verdad, pero estoy compartiendo lo que... devolviendo un poco quizás lo que...","que no está al 100%, la verdad, pero estoy compartiendo lo que... devolviendo un poco quizás lo que...",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0796,keep,high,0,que me dio en la infancia y viniendo del rock que es totalmente egocéntrico y hedonista es talento,que me dio en la infancia y viniendo del rock que es totalmente egocéntrico y hedonista es talento,se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0797,keep,medium,0,"Esta conversión, y cuando digo conversión otra vez no me refiero al que se tomó tres barcos de falop.","Esta conversión, y cuando digo conversión otra vez no me refiero al que se tomó tres barcos de falop.",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0798,keep,high,0,"y ahora es buen hijo y es un pastor. Quiero decir, esta reconexión con el amor y entender que...","y ahora es buen hijo y es un pastor. Quiero decir, esta reconexión con el amor y entender que...",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0799,keep,high,0,"más allá que las diferencias que había no eran de ellos, eran sociales, era el país, era la sociedad.","más allá que las diferencias que había no eran de ellos, eran sociales, era el país, era la sociedad.",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0800,keep,medium,0,"Ellos eran esclavos como yo soy yo, yo soy esclavo de mi época también. Entonces, liberar...","Ellos eran esclavos como yo soy yo, yo soy esclavo de mi época también. Entonces, liberar...",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0801,keep,high,0,a los afectos de la época de la que fueron esclavos y entender el amor trascendiendo las diferencias,a los afectos de la época de la que fueron esclavos y entender el amor trascendiendo las diferencias,se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0802,keep,medium,0,"obvias que no son nuestras, que son impuestas por algo que rodea.","obvias que no son nuestras, que son impuestas por algo que rodea.",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0803,keep,medium,0,"aceite de marihuana está genial y que mi vieja me pide, ¿viste? ¿Qué sé yo? Yo me tuve que fumar y tener un pibón.","aceite de marihuana está genial y que mi vieja me pide, ¿viste? ¿Qué sé yo? Yo me tuve que fumar y tener un pibón.",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0804,keep,medium,0,"internado nueve meses porque fumaba un porro. Esas cosas, bueno.","internado nueve meses porque fumaba un porro. Esas cosas, bueno.",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0805,keep,medium,0,Van cambiando. Hablás mucho ahí de la conversión y...,Van cambiando. Hablás mucho ahí de la conversión y...,se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0806,keep,medium,0,aclarás que a vos no te gusta esto de la persona que tomaba falopa como loco y después sale y es un evangelio.,aclarás que a vos no te gusta esto de la persona que tomaba falopa como loco y después sale y es un evangelio.,se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0807,keep,high,0,"Te lo quiero clarificar del todo, Tomás. Yo ahora justo estoy en un momento que estuve otro día.","Te lo quiero clarificar del todo, Tomás. Yo ahora justo estoy en un momento que estuve otro día.",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0808,keep,medium,0,tipo de problemas pero yo en condiciones normales me encanta yo fumo porro todos los días de mi vida,tipo de problemas pero yo en condiciones normales me encanta yo fumo porro todos los días de mi vida,se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0809,keep,high,0,"Me gusta tomarme a las 7 de la tarde dos copitas, tres de vino. Y cada tanto me gusta agarrarme un lindo pedo.","Me gusta tomarme a las 7 de la tarde dos copitas, tres de vino. Y cada tanto me gusta agarrarme un lindo pedo.",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0810,patch,medium,1,ahora lo estoy frenando porque estoy en un momento con otros kilómetros que tengo que evitar los excesos grandes,ahora lo estoy frenando porque estoy en un momento con otros quilombos que tengo que evitar los excesos grandes,corrección puntual conservadora apoyada por turbo y/o contexto cercano.,Se corrigió solo el tramo con error claro de ASR.
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0811,patch,medium,1,"Y en situaciones excepcionales que me pueden pasar en alguna reunión social, si bebi y demás, antes de...","Y en situaciones excepcionales que me pueden pasar en alguna reunión social, si bebí y demás, antes de...",corrección puntual conservadora apoyada por turbo y/o contexto cercano.,Se corrigió solo el tramo con error claro de ASR.
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0812,keep,medium,0,de esta etapa que ahora como estoy medicado me estoy controlando mucho. Pero antes mi vida normal y ahora cuando...,de esta etapa que ahora como estoy medicado me estoy controlando mucho. Pero antes mi vida normal y ahora cuando...,se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0813,keep,high,0,"en un mes cuando equilibre otra vez, incluye, claro que sí, en una buena fiesta a dos de la mañana.","en un mes cuando equilibre otra vez, incluye, claro que sí, en una buena fiesta a dos de la mañana.",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0814,keep,medium,0,un tirito chiquitito o grabando o estando en una situación que amerita la situación.,un tirito chiquitito o grabando o estando en una situación que amerita la situación.,se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0815,keep,medium,0,"es otra cosa, quiero decir que no tengo ningún problema, no reniego de nada y me gusta todo.","es otra cosa, quiero decir que no tengo ningún problema, no reniego de nada y me gusta todo.",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0816,keep,medium,0,"todo, nada más que me cuido. Hay cosas que no nos damos cuenta a los 20 ni a los 30. Y es que las adicciones","todo, nada más que me cuido. Hay cosas que no nos damos cuenta a los 20 ni a los 30. Y es que las adicciones",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0817,keep,medium,0,"y la edad a veces traicionan, que 30 años de moderación no te das cuenta pero terminás a 10.","y la edad a veces traicionan, que 30 años de moderación no te das cuenta pero terminás a 10.",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0818,keep,medium,0,"adicto a un cúmulo de cosas. Si no, si en realidad me fumo 18 cigarrillitos...","adicto a un cúmulo de cosas. Si no, si en realidad me fumo 18 cigarrillitos...",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0819,keep,high,0,"Un medio litrito, un litrito de vino, tres porritos, algo para...","Un medio litrito, un litrito de vino, tres porritos, algo para...",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0820,keep,medium,0,"dormir. Y eso, claro, si lo mantenés 30, 40 años, a los 50 se te arma un quilombo. Más los excesos","dormir. Y eso, claro, si lo mantenés 30, 40 años, a los 50 se te arma un quilombo. Más los excesos",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0821,patch,medium,1,"esos que tuve que me dejaron más delicado. O sea, accesos ninguno. Dealer no tengo hace 15 años, pero tampoco...","esos que tuve que me dejaron más delicado. O sea, excesos ninguno. Dealer no tengo hace 15 años, pero tampoco...",corrección puntual conservadora apoyada por turbo y/o contexto cercano.,Se corrigió solo el tramo con error claro de ASR.
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0822,keep,high,0,"Digo que no cuando estoy en una linda fiesta o reunión, me veo un poco mareadito y me ofrecen lo que sea.","Digo que no cuando estoy en una linda fiesta o reunión, me veo un poco mareadito y me ofrecen lo que sea.",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0823,keep,high,0,Una tarde toca probar una pinceladita de MD para hacerme el joven con la gente joven.,Una tarde toca probar una pinceladita de MD para hacerme el joven con la gente joven.,se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0824,keep,medium,0,"que he ido a raves y cosas y claro, pero desde otro lugar ¿no?","que he ido a raves y cosas y claro, pero desde otro lugar ¿no?",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0825,keep,medium,0,"Por supuesto, Lucho, pero de otro lugar, ya que me autocultivo con carnet.","Por supuesto, Lucho, pero de otro lugar, ya que me autocultivo con carnet.",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0826,keep,high,0,"legal mi marihuana y no tengo dealers, pero también me dejo llevar, me dejo invitar.","legal mi marihuana y no tengo dealers, pero también me dejo llevar, me dejo invitar.",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0827,keep,medium,0,la situación cuando puedo por eso te digo que no me gusta la cosa esa fundamentalista,la situación cuando puedo por eso te digo que no me gusta la cosa esa fundamentalista,se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0828,keep,medium,0,"Diablo, ángel.","Diablo, ángel.",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0829,keep,medium,0,"que capaz se la pegó mal, ¿no? Como que...","que capaz se la pegó mal, ¿no? Como que...",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0830,keep,medium,0,"más mal que más mal, si decís por cantidad tengo un montón de amigos y no tan amigos","más mal que más mal, si decís por cantidad tengo un montón de amigos y no tan amigos",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0831,keep,medium,0,"amigos, Clota, no tan amigos, pero que adoro, Charlie, y que no hacen eso, y tengo por millones","amigos, Clota, no tan amigos, pero que adoro, Charlie, y que no hacen eso, y tengo por millones",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0832,keep,high,0,que han atravesado momentos de exceso fuerte. Yo creo que es una necesidad de llamar la atención.,que han atravesado momentos de exceso fuerte. Yo creo que es una necesidad de llamar la atención.,se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0833,patch,medium,1,"O soy el rey de la droga o soy el rey de los comercios. No te bancás, che, que dejaste la droga y estás tranqui o que no sé qué.","O soy el rey de la droga o soy el rey de los conversos. No te bancás, che, que dejaste la droga y estás tranqui o que no sé qué.",corrección puntual conservadora apoyada por turbo y/o contexto cercano.,Se corrigió solo el tramo con error claro de ASR.
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0834,keep,medium,0,"y no convertirlo... No, nunca te van a hacer normal, siempre tenés que llamar la atención, por lo falopero o por lo antifalopero.","y no convertirlo... No, nunca te van a hacer normal, siempre tenés que llamar la atención, por lo falopero o por lo antifalopero.",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0835,keep,high,0,"no tenés un punto medio donde vivas tranquilo con tu vida y tus cositas, tus canciones lo que sepas","no tenés un punto medio donde vivas tranquilo con tu vida y tus cositas, tus canciones lo que sepas",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0836,keep,medium,0,"Interesante eso, vos sos el rey de la droga o el rey de los conversos Y es que no se banca en la paz","Interesante eso, vos sos el rey de la droga o el rey de los conversos Y es que no se banca en la paz",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0837,keep,medium,0,de donde no son nada.,de donde no son nada.,se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0838,keep,medium,0,"O sea, siento que estar con vos enfrente y no hablar de drogas propiamente dicho,","O sea, siento que estar con vos enfrente y no hablar de drogas propiamente dicho,",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
2026-07-09T00:29:10Z,h3HtBhArO1Q,new_discovery::h3HtBhArO1Q::clip_0839,keep,medium,0,"no hacer un blog es casi una herejía o sea, es un desperdicio, vos te has definido como politóxico no, pero eso hace 30 años","no hacer un blog es casi una herejía o sea, es un desperdicio, vos te has definido como politóxico no, pero eso hace 30 años",se conserva selected_asr_text; no hay evidencia suficiente para una corrección segura.,large_turbo_disagree
