source_id,clip_id,split,speaker,n_frames,source_raw_text,llm_raw_text,suggested_text,action,confidence,char_change_ratio,word_change_ratio,risk_flags,validation_flags,review_status,notes,video_path,video_exists,txt_path,txt_exists,txt_matches_source
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0064,val,f04,75,de que no queres amar estas loco,de que no queres amar estas loco,de que no queres amar estas loco,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0064.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0064.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0065,val,f04,75,te puedes enamorar de cualquier edad yo pensaba que no yo pensaba que no,te puedes enamorar de cualquier edad yo pensaba que no yo pensaba que no,te podes enamorar a cualquier edad yo pensaba que no yo pensaba que no,corrected,0.88,0.0423,0.1429,correccion_inferida,,accept_correction,puedes y de cualquier edad no son consistentes con voseo y construccion esperada,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0065.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0065.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0066,val,f04,75,yo pensaba no no no veo esta piba y listo,yo pensaba no no no veo esta piba y listo,yo pensaba no no no veo esta piba y listo,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0066.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0066.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0067,val,f04,100,no la veo mas mira si me engancho y no puedo estar con tal otra,no la veo mas mira si me engancho y no puedo estar con tal otra,no la veo mas mira si me engancho y no puedo estar con tal otra,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0067.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0067.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0068,val,f04,100,que haces que haces para que te sirve estar con este y con esta,que haces que haces para que te sirve estar con este y con esta,que haces que haces para que te sirve estar con este y con esta,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0068.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0068.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0069,val,f04,125,y con este y con esta esa es la que nos cuentan que te cuentan para ser un macho alfa,y con este y con esta esa es la que nos cuentan que te cuentan para ser un macho alfa,y con este y con esta esa es la que nos cuentan que te cuentan para ser un macho alfa,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0069.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0069.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0070,val,f04,75,tiene que estar con 5 6 7 8 es mentira,tiene que estar con 5 6 7 8 es mentira,tenes que estar con 5 6 7 8 es mentira,corrected,0.87,0.0263,0.1,numero|correccion_inferida,,accept_correction,tiene no encaja con el discurso dirigido al oyente,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0070.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0070.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0071,val,f04,100,y a mi me encanta garchar como cualquier persona pero amigo estar de novio es otro level,y a mi me encanta garchar como cualquier persona pero amigo estar de novio es otro level,y a mi me encanta garchar como cualquier persona pero amigo estar de novio es otro level,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0071.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0071.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0072,val,f04,100,estar de novio es otro level despertarse todas las mañanas,estar de novio es otro level despertarse todas las mañanas,estar de novio es otro level despertarse todas las mañanas,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0072.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0072.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0074,val,f04,125,eso es otro punto level amigo tu casilla llena de mensajes,eso es otro punto level amigo tu casilla llena de mensajes,eso es otro puto level amigo tu casilla llena de mensajes,corrected,0.93,0.0087,0.0909,insulto|jerga,,accept_correction,punto es error claro por puto level en jerga oral,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0074.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0074.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0075,val,f04,100,ojala no porque esas cosas no pasan pero tu casilla tiene 7 mensajes,ojala no porque esas cosas no pasan pero tu casilla tiene 7 mensajes,ojala no porque esas cosas no pasan pero tu casilla tiene 7 mensajes,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0075.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0075.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0076,val,f04,75,vos queres leer uno solo a vos te importa uno solo,vos queres leer uno solo a vos te importa uno solo,vos queres leer uno solo a vos te importa uno solo,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0076.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0076.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0077,val,f04,100,cuando empezas la relacion a mi es la etapa de oro,cuando empezas la relacion a mi es la etapa de oro,cuando empezas la relacion a mi es la etapa de oro,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0077.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0077.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0078,val,f04,75,el primer año de relacion es la etapa de oro,el primer año de relacion es la etapa de oro,el primer año de relacion es la etapa de oro,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0078.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0078.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0079,val,f04,75,solo queres hablar con ella no la ves un dia la extrañas,solo queres hablar con ella no la ves un dia la extrañas,solo queres hablar con ella no la ves un dia la extrañas,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0079.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0079.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0080,val,f04,125,se llega a ir de viaje y vas a estar todos los dias todos los dias,se llega a ir de viaje y vas a estar todos los dias todos los dias,se llega a ir de viaje y vas a estar todos los dias todos los dias,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0080.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0080.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0081,val,f04,100,comiendote las uñas intentando no ser pesado pero estar para ella,comiendote las uñas intentando no ser pesado pero estar para ella,comiendote las uñas intentando no ser pesado pero estar para ella,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0081.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0081.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0082,val,f04,75,llamandola pero sin romperle las pelotas y sin cagarle el viaje,llamandola pero sin romperle las pelotas y sin cagarle el viaje,llamandola pero sin romperle las pelotas y sin cagarle el viaje,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0082.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0082.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0083,val,f04,75,te vuelves loco para bien loco te enamoras,te vuelves loco para bien loco te enamoras,te volves loco para bien loco te enamoras,corrected,0.9,0.0361,0.125,correccion_inferida,,accept_correction,se normaliza a voseo consistente del hablante,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0083.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0083.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0085,val,f04,75,despues yo tengo una teoria de que las relaciones en general,despues yo tengo una teoria de que las relaciones en general,despues yo tengo una teoria de que las relaciones en general,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0085.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0085.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0086,val,f04,125,se desgastan y que uno no puede hacer nada mas que ir mutando la relacion,se desgastan y que uno no puede hacer nada mas que ir mutando la relacion,se desgastan y que uno no puede hacer nada mas que ir mutando la relacion,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0086.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0086.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0087,val,f04,75,y convirtiendola en lo que tenga que ser para que sobreviva,y convirtiendola en lo que tenga que ser para que sobreviva,y convirtiendola en lo que tenga que ser para que sobreviva,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0087.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0087.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0089,val,f04,75,lo que se disfruta mucho humo dice uno,lo que se disfruta mucho humo dice uno,lo que se disfruta mucho humo dice uno,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0089.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0089.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0090,val,f04,75,mucho humo no mucho humo no,mucho humo no mucho humo no,mucho humo no mucho humo no,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0090.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0090.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0091,val,f04,100,te lo digo de corazon cierro la charla del amor para eso el amor es lo mas lindo que hay,te lo digo de corazon cierro la charla del amor para eso el amor es lo mas lindo que hay,te lo digo de corazon cierro la charla del amor para eso el amor es lo mas lindo que hay,uncertain,0.45,0.0,0.0,correccion_inferida,,reject_suggestion,posible error en para eso pero no hay confianza suficiente,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0091.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0091.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0092,val,f04,75,mi orden de cosas es dormir,mi orden de cosas es dormir,mi orden de cosas es dormir,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0092.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0092.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0093,val,f04,150,hacer el amor comer cagar y coger,hacer el amor comer cagar y coger,hacer el amor comer cagar y coger,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0093.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0093.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0094,val,f04,75,porque hacer el amor y coger no es lo mismo,porque hacer el amor y coger no es lo mismo,porque hacer el amor y coger no es lo mismo,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0094.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0094.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0096,val,f04,75,si vos no amas a la otra persona no vas a poder hacer el del amor se lo juro,si vos no amas a la otra persona no vas a poder hacer el del amor se lo juro,si vos no amas a la otra persona no vas a poder hacer el amor se lo juro,corrected,0.96,0.027,0.027,,,accept_correction,el del amor es error evidente,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0096.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0096.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0097,val,f04,100,bueno segun mi teoria eh segun mi teoria hay gente que dice,bueno segun mi teoria eh segun mi teoria hay gente que dice,bueno segun mi teoria eh segun mi teoria hay gente que dice,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0097.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0097.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0098,val,f04,100,yo puedo hacer el amor aunque aunque yo puedo hacer el amor con alguien,yo puedo hacer el amor aunque aunque yo puedo hacer el amor con alguien,yo puedo hacer el amor aunque aunque yo puedo hacer el amor con alguien,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0098.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0098.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0099,val,f04,75,aunque sea la primera vez que lo veo mentira,aunque sea la primera vez que lo veo mentira,aunque sea la primera vez que lo veo mentira,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0099.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0099.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0100,val,f04,100,para mi mentira para hacer el amor tenes que sentir amor,para mi mentira para hacer el amor tenes que sentir amor,para mi mentira para hacer el amor tenes que sentir amor,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0100.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0100.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0101,val,f04,75,imposible si no por eso en mi ranking lo vuelvo a decir,imposible si no por eso en mi ranking lo vuelvo a decir,imposible si no por eso en mi ranking lo vuelvo a decir,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0101.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0101.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0102,val,f04,100,cagar vale mas que coger cagar vale mas que coger,cagar vale mas que coger cagar vale mas que coger,cagar vale mas que coger cagar vale mas que coger,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0102.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0102.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0103,val,f04,100,coger esta super sobrevalorado hacer el amor es otro level,coger esta super sobrevalorado hacer el amor es otro level,coger esta super sobrevalorado hacer el amor es otro level,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0103.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0103.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0104,val,f04,100,eso si que vale eso si que vale y la paja uff es que la paja,eso si que vale eso si que vale y la paja uff es que la paja,eso si que vale eso si que vale y la paja uff es que la paja,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0104.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0104.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0105,val,f04,100,la paja top 3 si o si la paja top 3 si o si,la paja top 3 si o si la paja top 3 si o si,la paja top 3 si o si la paja top 3 si o si,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0105.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0105.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0106,val,f04,100,y lo ultimo que voy a decir porque hay muchos que estan poniendo que despues te rompen el corazon,y lo ultimo que voy a decir porque hay muchos que estan poniendo que despues te rompen el corazon,y lo ultimo que voy a decir porque hay muchos que estan poniendo que despues te rompen el corazon,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0106.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0106.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0107,val,f04,75,y que el amor trae una catastrofe,y que el amor trae una catastrofe,y que el amor trae una catastrofe,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0107.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0107.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0108,val,f04,100,sabes que pasa otro de mis mejores momentos fue cuando me rompieron el corazon,sabes que pasa otro de mis mejores momentos fue cuando me rompieron el corazon,sabes que pasa otro de mis mejores momentos fue cuando me rompieron el corazon,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0108.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0108.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0109,val,f04,75,a mi me rompieron el corazon y yo tuve otra de las mejores epocas de mi vida,a mi me rompieron el corazon y yo tuve otra de las mejores epocas de mi vida,a mi me rompieron el corazon y yo tuve otra de las mejores epocas de mi vida,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0109.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0109.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0110,val,f04,125,que saben cual fue la de recuperacion la de superacion,que saben cual fue la de recuperacion la de superacion,que saben cual fue la de recuperacion la de superacion,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0110.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0110.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0111,val,f04,100,la de amarse a uno mismo,la de amarse a uno mismo,la de amarse a uno mismo,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0111.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0111.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0112,val,f04,125,os amas amas amas amas amas amas de golpe esa persona,os amas amas amas amas amas amas de golpe esa persona,vos amas amas amas amas amas amas de golpe esa persona,corrected,0.95,0.0093,0.0909,repeticion,,accept_correction,os amas es error claro por vos amas,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0112.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0112.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0113,val,f04,100,se va se va,se va se va,se va se va,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0113.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0113.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0114,val,f04,75,y todo ese amor que vos estabamos dando,y todo ese amor que vos estabamos dando,y todo ese amor que vos estabas dando,corrected,0.94,0.0263,0.125,correccion_inferida,,accept_correction,estabamos no concuerda con vos,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0114.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0114.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0115,val,f04,125,hace asi no sabe a donde ir no sabe a donde ir,hace asi no sabe a donde ir no sabe a donde ir,hace asi no sabe a donde ir no sabe a donde ir,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0115.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0115.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0116,val,f04,100,porque vos lo queres dar no te lo queres dar vos mismo vos te odias vos te odias,porque vos lo queres dar no te lo queres dar vos mismo vos te odias vos te odias,porque vos lo queres dar no te lo queres dar vos mismo vos te odias vos te odias,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0116.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0116.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0118,val,f04,75,y empezas por que se fue,y empezas por que se fue,y empezas por que se fue,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0118.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0118.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0119,val,f04,100,como no valora como no,como no valora como no,como no me valora como no,corrected,0.78,0.0638,0.0909,correccion_inferida,,accept_correction,falta me en la serie de preguntas personales del contexto,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0119.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0119.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0120,val,f04,100,como no me quiere como no se quiere quedar conmigo,como no me quiere como no se quiere quedar conmigo,como no me quiere como no se quiere quedar conmigo,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0120.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0120.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0121,val,f04,100,como no como no esta aca,como no como no esta aca,como no como no esta aca,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0121.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0121.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0122,val,f04,125,entonces todo ese amor que vos dabas y dabas y dabas todo ese amor,entonces todo ese amor que vos dabas y dabas y dabas todo ese amor,entonces todo ese amor que vos dabas y dabas y dabas todo ese amor,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0122.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0122.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0123,val,f04,125,la interferencia todo ese amor que vos dabas y dabas y dabas no va a ningun lado,la interferencia todo ese amor que vos dabas y dabas y dabas no va a ningun lado,la interferencia todo ese amor que vos dabas y dabas y dabas no va a ningun lado,uncertain,0.38,0.0,0.0,correccion_inferida|posible_alucinacion,,reject_suggestion,interferencia suena sospechoso pero no hay alternativa segura,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0123.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0123.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0124,val,f04,100,porque ya no hay nadie aqui a andar de amor pero que pasa,porque ya no hay nadie aqui a andar de amor pero que pasa,porque ya no hay nadie a quien darle amor pero que pasa,corrected,0.86,0.0893,0.2,cambio_grande|correccion_inferida,,reject_suggestion,aqui a andar de amor no encaja y a quien darle amor es la lectura coherente,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0124.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0124.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0125,val,f04,100,depresion estas mal no sali de tu casa,depresion estas mal no sali de tu casa,depresion estas mal no salis de tu casa,corrected,0.92,0.013,0.125,correccion_inferida,,accept_correction,sali debe ser salis por voseo y contexto,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0125.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0125.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0126,val,f04,75,tenes barba te queres en las pelas en la chota,tenes barba te queres en las pelas en la chota,tenes barba te queres en las pelas en la chota,uncertain,0.3,0.0,0.0,insulto|posible_alucinacion|requiere_video,,reject_suggestion,hay errores probables en esta frase pero no hay confianza suficiente,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0126.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0126.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0127,val,f04,75,normal te sentis triste te sentis mal,normal te sentis triste te sentis mal,normal te sentis triste te sentis mal,keep,0.88,0.0,0.0,,,keep_raw,,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0127.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0127.txt,True,True
CHARLA SOBRE EL AMOR Y EL DESAMOR,clip_0128,val,f04,75,hasta aqui un dia haces el clic,hasta aqui un dia haces el clic,hasta que un dia haces el clic,corrected,0.96,0.0492,0.1429,,,accept_correction,hasta aqui es error claro por hasta que,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0128.mp4,True,data/clips/CHARLA SOBRE EL AMOR Y EL DESAMOR/clip_0128.txt,True,True
