source_id,clip,original_roi_path,variant_roi_path,variant,shape,dtype,status,reason
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0450,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0450.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0450.npz,lower_face_resized96,101x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0451,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0451.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0451.npz,lower_face_resized96,98x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0452,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0452.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0452.npz,lower_face_resized96,90x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0453,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0453.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0453.npz,lower_face_resized96,105x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0454,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0454.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0454.npz,lower_face_resized96,97x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0455,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0455.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0455.npz,lower_face_resized96,89x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0456,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0456.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0456.npz,lower_face_resized96,105x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0457,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0457.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0457.npz,lower_face_resized96,93x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0458,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0458.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0458.npz,lower_face_resized96,105x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0459,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0459.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0459.npz,lower_face_resized96,104x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0460,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0460.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0460.npz,lower_face_resized96,113x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0461,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0461.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0461.npz,lower_face_resized96,104x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0462,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0462.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0462.npz,lower_face_resized96,100x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0463,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0463.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0463.npz,lower_face_resized96,90x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0464,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0464.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0464.npz,lower_face_resized96,92x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0465,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0465.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0465.npz,lower_face_resized96,130x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0466,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0466.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0466.npz,lower_face_resized96,112x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0467,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0467.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0467.npz,lower_face_resized96,93x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0468,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0468.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0468.npz,lower_face_resized96,115x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0469,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0469.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0469.npz,lower_face_resized96,96x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0470,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0470.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0470.npz,lower_face_resized96,103x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0471,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0471.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0471.npz,lower_face_resized96,133x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0472,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0472.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0472.npz,lower_face_resized96,96x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0473,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0473.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0473.npz,lower_face_resized96,123x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0474,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0474.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0474.npz,lower_face_resized96,114x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0475,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0475.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0475.npz,lower_face_resized96,97x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0476,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0476.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0476.npz,lower_face_resized96,110x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0477,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0477.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0477.npz,lower_face_resized96,94x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0478,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0478.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0478.npz,lower_face_resized96,109x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0479,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0479.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0479.npz,lower_face_resized96,115x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0480,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0480.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0480.npz,lower_face_resized96,87x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0481,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0481.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0481.npz,lower_face_resized96,100x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0482,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0482.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0482.npz,lower_face_resized96,93x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0483,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0483.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0483.npz,lower_face_resized96,82x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0484,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0484.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0484.npz,lower_face_resized96,98x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0485,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0485.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0485.npz,lower_face_resized96,104x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0486,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0486.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0486.npz,lower_face_resized96,110x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0487,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0487.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0487.npz,lower_face_resized96,82x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0488,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0488.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0488.npz,lower_face_resized96,106x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0489,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0489.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0489.npz,lower_face_resized96,94x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0490,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0490.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0490.npz,lower_face_resized96,91x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0491,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0491.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0491.npz,lower_face_resized96,95x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0492,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0492.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0492.npz,lower_face_resized96,101x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0493,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0493.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0493.npz,lower_face_resized96,89x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0494,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0494.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0494.npz,lower_face_resized96,113x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0495,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0495.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0495.npz,lower_face_resized96,90x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0496,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0496.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0496.npz,lower_face_resized96,117x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0497,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0497.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0497.npz,lower_face_resized96,87x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0498,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0498.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0498.npz,lower_face_resized96,107x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0499,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0499.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0499.npz,lower_face_resized96,126x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0500,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0500.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0500.npz,lower_face_resized96,96x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0501,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0501.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0501.npz,lower_face_resized96,79x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0502,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0502.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0502.npz,lower_face_resized96,139x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0503,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0503.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0503.npz,lower_face_resized96,100x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0504,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0504.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0504.npz,lower_face_resized96,129x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0505,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0505.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0505.npz,lower_face_resized96,80x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0506,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0506.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0506.npz,lower_face_resized96,132x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0507,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0507.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0507.npz,lower_face_resized96,93x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0508,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0508.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0508.npz,lower_face_resized96,85x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0509,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0509.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0509.npz,lower_face_resized96,82x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0510,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0510.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0510.npz,lower_face_resized96,85x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0511,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0511.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0511.npz,lower_face_resized96,85x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0512,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0512.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0512.npz,lower_face_resized96,79x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0513,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0513.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0513.npz,lower_face_resized96,107x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0514,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0514.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0514.npz,lower_face_resized96,93x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0515,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0515.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0515.npz,lower_face_resized96,113x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0516,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0516.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0516.npz,lower_face_resized96,92x96x96,uint8,ok,
ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,clip_0517,data/processed/lip_rois/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0517.npz,evaluation/outputs/batch_vsr/rois_lower_face_resized96/ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -/clip_0517.npz,lower_face_resized96,89x96x96,uint8,ok,
