source_id,clip,split,current_text,asr2_text,wer_current_vs_asr2,cer_current_vs_asr2,token_diff_summary,disagreement_level,reasons
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0612,train,levantaba la cabeza y tenia a milton jimenez a changuito ceballos y a el pi baranda,"y levantada la cabeza que tenía a Milton Jiménez, al Changuito Ceballos y al Pibarán.",0.625000,0.191176,"replace: 'levantaba' -> 'y levantada' | replace: 'y tenia' -> 'que tenía' | replace: 'jimenez a' -> 'jiménez, al' | replace: 'a el pi baranda' -> 'al pibarán.'",medium,asr_disagreement
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0613,train,que fue la salvacion de boca y te entra del banco velasco angel romero,que fue la salvación de boca y te entra el banco velasco ángel romero,0.214286,0.052632,replace: 'salvacion' -> 'salvación' | replace: 'del' -> 'el' | replace: 'angel' -> 'ángel',low,
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0614,train,despues jugo el pi baranda que la verdad ya el pi baranda lo banco a muerte,"Después jugó el Pibe Aranda, que la verdad ya el Pibe Aranda la banco muerto.",0.562500,0.150000,"replace: 'despues jugo' -> 'después jugó' | replace: 'pi baranda' -> 'pibe aranda,' | replace: 'pi baranda lo' -> 'pibe aranda la' | replace: 'a muerte' -> 'muerto.'",medium,asr_disagreement
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0615,train,no lo pusieron en su posicion fue el que mas genero fue el mas habilidoso,"No lo pusieron en su posición, fue el que más generó, fue el más habilidoso.",0.333333,0.118644,"replace: 'posicion' -> 'posición,' | replace: 'mas genero' -> 'más generó,' | replace: 'mas habilidoso' -> 'más habilidoso.'",low,
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0616,train,fue el que mas se hizo cargo fue el que mas se mostro fue el que mas entendio,fue el que más se hizo cargo fue el que más se mostró fue el que más entendió,0.277778,0.083333,replace: 'mas' -> 'más' | replace: 'mas' -> 'más' | replace: 'mostro' -> 'mostró' | replace: 'mas entendio' -> 'más entendió',low,
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0617,train,lo que se jugaba a boca hoy de hecho creo que es el unico que jugo un partido aceptable,"de lo que se juega a Boca hoy. De hecho, creo que es el único que jugó un partido aceptable.",0.368421,0.144928,"insert: '' -> 'de' | replace: 'jugaba' -> 'juega' | replace: 'hoy' -> 'hoy.' | replace: 'hecho' -> 'hecho,'",medium,asr_disagreement
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0618,train,ninguno de los que nombre hasta ahora tuvieron un partido en el cual yo diga hoy jugo bien a el pi baranda,Ninguno de los que nombraron hasta ahora tuvieron un partido en el cual yo diga hoy jugó bien.,0.318182,0.200000,replace: 'nombre' -> 'nombraron' | replace: 'jugo bien a el pi baranda' -> 'jugó bien.',low,
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0619,train,lo voy a reconocer al pi baranda lo voy a reconocer porque ese pibe,"grande lo voy a reconocer, al pibe grande lo voy a reconocer porque ese pibe",0.285714,0.185185,"insert: '' -> 'grande' | replace: 'reconocer' -> 'reconocer,' | replace: 'pi baranda' -> 'pibe grande'",low,
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0620,train,si que por lo menos dio la cara despues jugo milton jimenez,El pibe sí que por lo menos dio la cara. Después jugó Milton Jiménez.,0.583333,0.250000,replace: 'si' -> 'el pibe sí' | replace: 'cara despues jugo' -> 'cara. después jugó' | replace: 'jimenez' -> 'jiménez.',medium,asr_disagreement
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0621,train,que que bueno lo de milton es mas entendible para el partido de hoy,"Que bueno, lo de Milton es más entendible para el partido de hoy.",0.285714,0.111111,"replace: 'que bueno' -> 'bueno,' | replace: 'mas' -> 'más' | replace: 'hoy' -> 'hoy.'",low,
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0622,train,porque para mi milton jimenez directamente es un jugador al cual con todo el respeto,hoy porque para mí Milton Jiménez directamente es un jugador al cual con todo el respeto,0.200000,0.071429,insert: '' -> 'hoy' | replace: 'mi' -> 'mí' | replace: 'jimenez' -> 'jiménez',low,
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0623,train,no le da tecnicamente para jugar en la primera de boca es mi opinion,"no le da técnicamente para jugar en la primera de Boca, es mi opinión.",0.214286,0.072727,"replace: 'tecnicamente' -> 'técnicamente' | replace: 'boca' -> 'boca,' | replace: 'opinion' -> 'opinión.'",low,
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0624,train,cuando hay un caso asi en este caso se puede aplicar,"Cuando hay un caso así, en este caso se puede aplicar",0.090909,0.047619,"replace: 'asi' -> 'así,'",low,
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0625,train,un poco tambien la mala suerte que se puede aplicar  que tuvimos de que se lesiono,un poco también la mala suerte que tuvimos de que se le sonó,0.437500,0.303030,replace: 'tambien' -> 'también' | delete: 'que se puede aplicar' -> '' | replace: 'lesiono' -> 'le sonó',medium,possible_entity_error
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0626,train,vareiro de que se lesiono merentiel y de que se lesiono,"Vareiro, de que se le sonó Merentiel, y de que se le sonó",0.545455,0.133333,"replace: 'vareiro' -> 'vareiro,' | replace: 'lesiono merentiel' -> 'le sonó merentiel,' | replace: 'lesiono' -> 'le sonó'",medium,asr_disagreement
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0627,train,cavani y que quedo solamente jimenez como el unico nueve disponible,Y que quedó solamente Jiménez como el único nube disponible.,0.545455,0.210526,delete: 'cavani' -> '' | replace: 'quedo' -> 'quedó' | replace: 'jimenez' -> 'jiménez' | replace: 'unico nueve disponible' -> 'único nube disponible.',medium,asr_disagreement
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0628,train,pero tuvo un mal partido le rebota la pelota no presiona,pero tuvo un mal partido le rebota la pelota no presiona,0.000000,0.000000,,low,
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0629,train,no genera peligro no tira diagonales no rebota no gravita en las jugadas,"no genera peligro, no tira diagonales, no rebota, no gravita en la jugada.",0.384615,0.083333,"replace: 'peligro' -> 'peligro,' | replace: 'diagonales' -> 'diagonales,' | replace: 'rebota' -> 'rebota,' | replace: 'las jugadas' -> 'la jugada.'",medium,asr_disagreement
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0630,train,no tuvo un buen partido jimenez pero creo que tampoco es un jugador,"No tuvo un buen partido Jiménez, pero creo que tampoco es un jugador.",0.153846,0.054545,"replace: 'jimenez' -> 'jiménez,' | replace: 'jugador' -> 'jugador.'",low,
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0631,train,que te puede dar mas de lo que te dio hoy milton jimenez ha sido un buen suplente,Que te puede dar más de lo que te dio hoy Milton Jiménez Ha sido un buen suplente,0.111111,0.031250,replace: 'mas' -> 'más' | replace: 'jimenez' -> 'jiménez',low,
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0632,train,para boca eso punto final lo ha sido,para boca eso punto final lo ha sido,0.000000,0.000000,,low,
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0633,train,fue un buen suplente en dos años en el año 2024 que lo reconozco,"Fue un buen suplente en 2024, que lo reconozco.",0.500000,0.313725,"replace: 'dos años en el año 2024' -> '2024,' | replace: 'reconozco' -> 'reconozco.'",medium,asr_disagreement
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0634,train,momento del 2025 si queres pero hace un año,momento de los 95 si querés pero hace un año,0.444444,0.114286,replace: 'del 2025' -> 'de los 95' | replace: 'queres' -> 'querés',medium,possible_entity_error
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0635,train,que mas alla de algun otro partido donde metio algun otro gol que no se nueve para boca,más allá de algún otro partido donde metió algún otro gol que no se mueve para Boca,0.388889,0.128571,replace: 'que mas alla' -> 'más allá' | replace: 'algun' -> 'algún' | replace: 'metio algun' -> 'metió algún' | replace: 'nueve' -> 'mueve',medium,asr_disagreement
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0636,train,como tampoco lo es cavani porque a mi me parece mucho mas criticable lo de cavani,"Como tampoco lo es Cavani, ¿eh? Porque al indio parece mucho más criticario lo de Cavani.",0.500000,0.227273,"replace: 'cavani' -> 'cavani, ¿eh?' | replace: 'a mi me' -> 'al indio' | replace: 'mas criticable' -> 'más criticario' | replace: 'cavani' -> 'cavani.'",medium,asr_disagreement
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0637,train,que lo de milton jimenez el tema es que milton jimenez es el que termina jugando el que termina dando la cara,"El personaje de Milton Jiménez es el que termina jugando, el que termina dando la cara.",0.500000,0.306818,"replace: 'que lo' -> 'el personaje' | replace: 'jimenez el tema es que milton jimenez' -> 'jiménez' | replace: 'jugando' -> 'jugando,' | replace: 'cara' -> 'cara.'",medium,asr_disagreement
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0638,train,pero cavani en boca en todo el 2025 y lo que va en el 2026,cara. Pero Cavani invoca en todo el 2025 y lo que va el 2025,0.333333,0.227273,insert: '' -> 'cara.' | replace: 'en boca' -> 'invoca' | delete: 'en' -> '' | replace: '2026' -> '2025',low,
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0639,train,jugo un 30 de los partidos 30 de los partidos,jugó un 30% de los partidos 30% de los partidos,0.300000,0.083333,replace: 'jugo' -> 'jugó' | replace: '30' -> '30%' | replace: '30' -> '30%',low,
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0640,train,jugo cavani en el ultimo año y medio de boca nadie deberia,jugó caban en el último año y medio de boca me debería,0.416667,0.191489,replace: 'jugo cavani' -> 'jugó caban' | replace: 'ultimo' -> 'último' | replace: 'nadie deberia' -> 'me debería',medium,asr_disagreement
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0641,train,seguir en el club tuvo una gran lesion muy dura le lamento mucho,seguir en el club. Tuve una lesión muy dura. Lo lamento mucho.,0.538462,0.192308,replace: 'club tuvo' -> 'club. tuve' | replace: 'gran lesion' -> 'lesión' | replace: 'dura le' -> 'dura. lo' | replace: 'mucho' -> 'mucho.',medium,asr_disagreement
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0642,train,me duele mucho cavani es un delantero extraordinario,me duele mucho. Cavani es un delantero extraordinario.,0.250000,0.044444,replace: 'mucho' -> 'mucho.' | replace: 'extraordinario' -> 'extraordinario.',low,
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0643,train,que tuvo una carrera impresionante y todo lo que quieras ahora yo soy hincha de boca,que tuvo una carrera impresionante y todo lo que quieras ahora yo soy hincha de boca,0.000000,0.000000,,low,
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0644,train,no soy hincha del napoli no soy hincha del psg no soy hincha del palermo,boca. No soy hincha al Napoli. No soy hincha al PSG. No soy hincha al Palermo.,0.466667,0.241379,insert: '' -> 'boca.' | replace: 'del napoli' -> 'al napoli.' | replace: 'del psg' -> 'al psg.' | replace: 'del palermo' -> 'al palermo.',medium,possible_timestamp_misalignment
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0645,train,no soy uruguayo entonces lo que hizo con su carrera,"enfermo, no soy uruguayo, entonces lo que hizo con su carrera",0.200000,0.214286,"insert: '' -> 'enfermo,' | replace: 'uruguayo' -> 'uruguayo,'",low,
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0646,train,lo felicito un excelentisimo delantero a boca vino en 2023,"Lo felicito, un excelentísimo delantero. A Boca vino en 2019.",0.400000,0.122449,"replace: 'felicito' -> 'felicito,' | replace: 'excelentisimo delantero' -> 'excelentísimo delantero.' | replace: '2023' -> '2019.'",medium,possible_entity_error
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0647,train,a ganar a libertadores llegamos a la final la perdimos lo bancaba,"a ganar a Libertadores, llegamos a la final la perdimos, lo bancaba",0.166667,0.037037,"replace: 'libertadores' -> 'libertadores,' | replace: 'perdimos' -> 'perdimos,'",low,
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0648,train,2024 tuvo 6 meses jugando muy bien hizo un monton de goles,"2024. Tuvo seis meses jugando muy bien, hizo un montón de goles.",0.416667,0.170213,"replace: '2024' -> '2024.' | replace: '6' -> 'seis' | replace: 'bien' -> 'bien,' | replace: 'monton' -> 'montón'",medium,asr_disagreement
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0649,train,lo aplaudi lo bancaba me ponia feliz por el 2025 un año donde,"Lo aplaudí, lo bancaba, me ponía feliz por él. 2025, un año donde...",0.461538,0.204082,"replace: 'aplaudi' -> 'aplaudí,' | replace: 'bancaba' -> 'bancaba,' | replace: 'ponia' -> 'ponía' | replace: 'el 2025' -> 'él. 2025,'",medium,asr_disagreement
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0650,train,la mitad de los partidos no lo jugo y los que si lo jugo lo jugo mal porque bajo deliberadamente,"donde la mitad de los partidos no lo jugó. Y los que sí lo jugó, lo jugó mal, porque bajó deliberadamente.",0.400000,0.181818,"insert: '' -> 'donde' | replace: 'jugo' -> 'jugó.' | replace: 'si' -> 'sí' | replace: 'jugo' -> 'jugó,'",medium,asr_disagreement
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0651,train,su nivel vamos a ver que pasa en el 96 vamos 6 meses jugo 2 partidos,su nivel vamos a ver qué pasa en los 96 vamos a irme se jugó dos partidos,0.437500,0.207547,replace: 'que' -> 'qué' | replace: 'el' -> 'los' | replace: '6 meses jugo 2' -> 'a irme se jugó dos',medium,asr_disagreement
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0652,train,no es una exageracion estadisticamente jugo 2 partidos,No es una exageración Estadísticamente jugó dos partidos,0.500000,0.106383,replace: 'exageracion estadisticamente jugo 2' -> 'exageración estadísticamente jugó dos',medium,possible_entity_error
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0653,train,lamento mucho la lesion ahora un tipo que juega,"Lamento mucho la decisión. Ahora, un tipo que juega.",0.333333,0.179487,"replace: 'lesion ahora' -> 'decisión. ahora,' | replace: 'juega' -> 'juega.'",low,
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0654,train,2 partidos en 6 meses y que el año pasado jugo la mitad de los partidos,Juega dos partidos en seis meses y que el año pasado jugó la mitad de los partidos.,0.312500,0.250000,replace: '2' -> 'juega dos' | replace: '6' -> 'seis' | replace: 'jugo' -> 'jugó' | replace: 'partidos' -> 'partidos.',medium,asr_disagreement
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0655,train,y lo jugo mal no tiene argumentos para seguir jugando en boca pero mientras se siga,"se lo jugó mal, no tiene argumentos para seguir jugando en Boca, pero mientras se siga",0.250000,0.073529,"replace: 'y' -> 'se' | replace: 'jugo mal' -> 'jugó mal,' | replace: 'boca' -> 'boca,'",low,
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0656,train,permitiendo jugadores asi tambien es verdadero que es dificil seguir la situacion,"siga permitiendo jugadores así, también es verdad que es difícil seguir la situación.",0.500000,0.185714,"insert: '' -> 'siga' | replace: 'asi tambien' -> 'así, también' | replace: 'verdadero' -> 'verdad' | replace: 'dificil' -> 'difícil'",medium,asr_disagreement
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0657,train,cavani no puede seguir en boca porque no le da fisicamente jimenez no puede seguir en boca,Cavani no puede seguir en Boca porque no le da físicamente. Jiménez no puede seguir en Boca.,0.176471,0.054054,replace: 'fisicamente jimenez' -> 'físicamente. jiménez' | replace: 'boca' -> 'boca.',low,
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0658,train,porque no le da futbolisticamente vareiro si ha demostrado tuvo esta pequeña lesion,boca porque en la futbolística mente vareiro si ha demostrado tuvo esta pequeña lesión,0.461538,0.140845,insert: '' -> 'boca' | replace: 'no le da futbolisticamente' -> 'en la futbolística mente' | replace: 'lesion' -> 'lesión',medium,asr_disagreement
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0659,train,pero vareiro tiene que seguir a merentil yo lo banco digan que es ragoy,"pero para él lo tiene que seguir. Amarantil, Cholo, Banco. Digan, qué ragoy.",0.928571,0.310345,"replace: 'vareiro' -> 'para él lo' | replace: 'seguir a merentil yo lo banco digan que es ragoy' -> 'seguir. amarantil, cholo, banco. digan, qué ragoy.'",high,possible_timestamp_misalignment
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0660,train,lo que quieran yo a merentil lo banco es el mas regular de los delanteros de boca,Y lo que quieran Yo me lo entiendo banco Es el más regular De los delanteros de Boca,0.294118,0.123077,insert: '' -> 'y' | replace: 'a merentil' -> 'me' | insert: '' -> 'entiendo' | replace: 'mas' -> 'más',low,
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0661,train,ahora si boca tiene 49 de los cuales 2 tiene el ciclo cumplido,"Ahora, si Boca tiene 4-9, de los cuales 2 tienen ciclo cumplido,",0.384615,0.120000,"replace: 'ahora' -> 'ahora,' | replace: '49' -> '4-9,' | replace: 'tiene el' -> 'tienen' | replace: 'cumplido' -> 'cumplido,'",medium,asr_disagreement
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0662,train,tiene 29 entonces porque jugar con esos jugadores es a veces jugar con uno menos,tiene dos nueves entonces porque jugar con esos jugadores es a veces jugar con uno menos,0.133333,0.136364,replace: '29' -> 'dos nueves',low,
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0663,train,y tampoco creo que sea tanta culpa de jimenez por algo termina jugando el,Y tampoco creo que sea tanta culpa de Jiménez. Por algo termina jugando él.,0.142857,0.066667,replace: 'jimenez' -> 'jiménez.' | replace: 'el' -> 'él.',low,
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0664,train,a mi me parece mas responsable cavani que jimenez lo digo en serio esto porque jimenez no le da futbolisticamente,"a mí me parece más responsable que Bani que Gemene, lo digo en serio esto, porque Gemene es una idea futbolística",0.550000,0.265957,"replace: 'mi' -> 'mí' | replace: 'mas' -> 'más' | delete: 'cavani' -> '' | replace: 'jimenez' -> 'bani que gemene,'",medium,asr_disagreement
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0665,train,ahora si te pueden a jugar que vas a hacer si no queda otra y tampoco es culpa de uvea,"Ahora, si te pueden a jugar, ¿qué vas a hacer? Si no queda otra. Y tampoco es culpa de Uber.",0.300000,0.134328,"replace: 'ahora' -> 'ahora,' | replace: 'jugar que' -> 'jugar, ¿qué' | replace: 'hacer' -> 'hacer?' | replace: 'otra' -> 'otra.'",low,
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0666,train,otra opcion no tenia yo pongo a sufi aure antes que a jimenez,Otra opción no tenía Yo pongo a Zufiagorre Ante Cajiménez,0.615385,0.224490,replace: 'opcion' -> 'opción' | replace: 'tenia' -> 'tenía' | replace: 'sufi aure antes que a jimenez' -> 'zufiagorre ante cajiménez',medium,asr_disagreement
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0667,train,ahora la realidad que si hoy ponias a sufi aure que jugaba mal estariamos diciendo por que no puso a jimenez,"Ahora la realidad es que si opinas a su fiado rey jugaba mal, estaríamos diciendo por qué no puso a Jiménez.",0.476190,0.181818,"insert: '' -> 'es' | replace: 'hoy ponias' -> 'opinas' | replace: 'sufi aure que' -> 'su fiado rey' | replace: 'mal estariamos' -> 'mal, estaríamos'",medium,asr_disagreement
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0668,train,entonces es como que medio medio dificil la situacion cuando tu opcion es,Entonces es como que medio Medio difícil la situación cuando tu opción es,0.230769,0.049180,replace: 'dificil' -> 'difícil' | replace: 'situacion' -> 'situación' | replace: 'opcion' -> 'opción',low,
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0669,train,jimenez o sufi aure y despues jugo el changuito ceballos,es Jiménez o Sufi Aburre. Después jugó el Changuito Ceballos.,0.700000,0.191489,replace: 'jimenez' -> 'es jiménez' | replace: 'aure y despues jugo' -> 'aburre. después jugó' | replace: 'ceballos' -> 'ceballos.',medium,possible_timestamp_misalignment
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0670,train,que para mi no tuvo un buen partido sinceramente entiendo que fue su ultimo partido,"Que para mí no tuvo un buen partido, sinceramente. Entiendo que fue su último partido.",0.333333,0.072464,"replace: 'mi' -> 'mí' | replace: 'partido sinceramente' -> 'partido, sinceramente.' | replace: 'ultimo partido' -> 'último partido.'",low,
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0671,train,en boca seguira de boca con 20 minutos 24 años despues de jugar 6 años en el club,"Partido en Boca, seguirá de Boca con 24 años después de jugar 6 años en el club.",0.388889,0.312500,"insert: '' -> 'partido' | replace: 'boca seguira' -> 'boca, seguirá' | delete: '20 minutos' -> '' | replace: 'despues' -> 'después'",medium,possible_entity_error
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0672,train,ceballos nos clasifico a esta copa libertadores el año pasado en la recta final y ceballos es tambien quien,Si Gallos nos clasificó hasta Copa Libertadores el año pasado en la recta final. Y si Gallos es también quien...,0.526316,0.157303,replace: 'ceballos' -> 'si gallos' | replace: 'clasifico a esta' -> 'clasificó hasta' | replace: 'final' -> 'final.' | replace: 'ceballos' -> 'si gallos',medium,asr_disagreement
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0673,train,se va luego a quedar eliminado no tuvo un buen partido en mi opinion,"quien se va a luego de quedar eliminado. No tuvo un buen partido, en mi opinión.",0.428571,0.218182,insert: '' -> 'quien' | insert: '' -> 'a' | replace: 'a' -> 'de' | replace: 'eliminado' -> 'eliminado.',medium,possible_entity_error
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0674,train,pero bueno la unica manera de que ceballos hoy tenga un buen partido,"Pero bueno, la única manera de que Ceballos hoy tenga un buen partido",0.153846,0.035714,"replace: 'bueno' -> 'bueno,' | replace: 'unica' -> 'única'",low,
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0675,train,era poniendose el equipo a la umbra y metiendo dos goles solo porque cada vez que agarraba la pelota,"partido era poniéndose el equipo al ombro y metiendo dos goles solo, porque cada vez que ganara la pelota",0.368421,0.195122,"insert: '' -> 'partido' | replace: 'poniendose' -> 'poniéndose' | replace: 'a la umbra' -> 'al ombro' | replace: 'solo' -> 'solo,'",medium,asr_disagreement
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0676,train,era lejos del arco a veces pegaba la raya con un jugador encima,"La otra era lejos del arco, a veces pegaba la raya con un jugador encima.",0.307692,0.156863,"insert: '' -> 'la otra' | replace: 'arco' -> 'arco,' | replace: 'encima' -> 'encima.'",low,
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0677,train,creo que el parado del equipo estuvo muy malo ningun jugador,"Encima, creo que el parado del equipo estuvo muy malo. Ningún jugador",0.272727,0.180000,"insert: '' -> 'encima,' | replace: 'malo ningun' -> 'malo. ningún'",low,
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0678,train,se sintio como en la posicion en la que jugo ni paredes ni herrera,"El jugador se sintió como en la posición en la que jugó, ni Paredes, ni Herrera.",0.500000,0.283019,"insert: '' -> 'el jugador' | replace: 'sintio' -> 'sintió' | replace: 'posicion' -> 'posición' | replace: 'jugo' -> 'jugó,'",medium,asr_disagreement
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0679,train,ni delgado ni ceballos ni seba ni ananda que si bien fue el que mas destaco,"ni Delgado, ni Ceballos, ni Aranda que si bien fue el que más destacó",0.437500,0.166667,"replace: 'delgado' -> 'delgado,' | replace: 'ceballos' -> 'ceballos,' | replace: 'seba ni ananda' -> 'aranda' | replace: 'mas destaco' -> 'más destacó'",medium,asr_disagreement
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0680,train,tampoco y bueno milton jimenez imagino que si porque ni se movio,tampoco y bueno Milton Jimena imagino que sí porque ni se movió,0.250000,0.075472,replace: 'jimenez' -> 'jimena' | replace: 'si' -> 'sí' | replace: 'movio' -> 'movió',low,
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0681,train,pero la verdad que no hay mucha mas vuelta que darle entro merentier faltando 10 minutos,"digo, pero la verdad que no hay mucha más vuelta que darle. Entró Merentier, faltando 10 minutos.",0.375000,0.136986,"insert: '' -> 'digo,' | replace: 'mas' -> 'más' | replace: 'darle entro merentier' -> 'darle. entró merentier,' | replace: 'minutos' -> 'minutos.'",medium,asr_disagreement
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0682,train,no pudo tocar una pelota entro angel romero un jugador al cual,"No pude tocar una pelota, entró Ángel Romero, un jugador al cual...",0.500000,0.156863,"replace: 'pudo' -> 'pude' | replace: 'pelota entro angel romero' -> 'pelota, entró ángel romero,' | replace: 'cual' -> 'cual...'",medium,asr_disagreement
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0683,train,hace 5 años era muy bueno hoy en dia angel romero,"hace 5 años era muy bueno, hoy en día Ángel Romero",0.272727,0.076923,"replace: 'bueno' -> 'bueno,' | replace: 'dia angel' -> 'día ángel'",low,
DAVOO XENEIZE OPINA DE BOCA 0 UNIVERSIDAD CATOLICA,clip_0685,train,para boca entiendo que fue una apuesta mas que nada como la fue la de vareiro,"jugado para Boca, entiendo que fue una apuesta más que nada como la fue la de Vareiro",0.187500,0.129032,"insert: '' -> 'jugado' | replace: 'boca' -> 'boca,' | replace: 'mas' -> 'más'",low,
