titulo,clip,estado,ratio_deteccion,n_frames,texto
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0155,ok,1.000,97,empezaste medio a desbarrancar entonces calmate calmate
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0156,ok,1.000,91,damian cook fue tendencia porque literalmente el habia abierto un emprendimiento
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0157,ok,1.000,112,que era de hamburguesas veganas o sea como hamburguesas sin carne
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0158,ok,1.000,114,y bueno nada o sea lo tuvo un tiempo y ahora lo cerro y entonces fue noticia
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0159,ok,1.000,152,porque el dijo como la situacion actual del pais tipo me llevo a tener que cerrar
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0160,ok,0.962,109,y la gente le esta diciendo bueno tambien vos te abriste una hamburgueseria vegetariana
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0161,ok,1.000,121,en el pais mas carnivoro de la region
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0162,ok,1.000,130,quizas tambien el estudio de mercado no estuvo bueno no se donde estaba la sucursal
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0163,ok,1.000,114,pero tendria que haberla abierto en palermo la unica manera que mas o menos funcione
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0164,ok,1.000,93,y tendrias que tener alguna de carne va no se quizas tenia de carne
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0165,ok,0.973,116,claro dice que anuncio que encierra su local de hamburguesas porque el durisimo contexto economico
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0166,ok,1.000,92,nos puso contra las cuerdas y uno le pone chicos no se lo culpara el gobierno por todo
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0167,ok,1.000,102,abriste un local de hamburguesas vegetarianas en el pais mas carnivoro del mundo
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0168,ok,1.000,150,estaban destinados al fracaso por que esa maldad no para
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0169,ok,1.000,79,horrible que se tenga que cerrar una empresa y la gente que estamos viendo esto
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0170,ok,1.000,104,como una noticia divertida chicos pero es verdad que tambien ya emprender en argentina
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0171,ok,1.000,86,es verdad que es dificil en este contexto peor pero encima viste
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0172,ok,0.981,112,como que te venden voy a vender ropa y no te abras un local de ropa ahora
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0173,ok,1.000,110,con todo lo de jane con todo lo de tenes que tambien leer un poquitito el contexto economico
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0174,ok,1.000,101,no quiero pincharte en globo pero bueno quizas no era este el emprendimiento
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0175,descartado,0.503,0,bueno vamos al mundial se habian juntado para ver el mundial en familia
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0176,ok,1.000,100,esto creo que fue en uk y en inglaterra o algun pais
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0177,ok,1.000,88,o inglaterra o irlanda no se no me tengo idea me parece que inglaterra
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0178,ok,1.000,100,y entonces fueron a la casa del abuelo a ver el partido y cuando lo van a poner
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0179,ok,1.000,131,estaba todo el historial y eran todas cosas del estilo ni siquiera te diria erotico
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0180,ok,0.876,362,te diria lo que si muy explicito tengo que censurar toda esta palabra y todo
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0181,ok,1.000,100,pero dice como anual como algo que pasa todos los años
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0182,ok,0.950,849,pero sin una de esas letras no hay nada escrito no nos vamos a sorprender
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0183,ok,1.000,91,porque algo pasa todos los años entonces no se si sea anual
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0184,ok,0.985,203,igual me gusta porque la familia se lo tomo toda risa ah no ahi creo que esta la abuela
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0185,ok,1.000,125,que lo veia con la abuela los dos se ponian mal viste tambien o sea
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0186,ok,0.976,85,bueno de una pareja saludable ay que lindo
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0187,ok,0.971,212,en fin era una historia de amor mira el panico en la cara del viejo
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0188,ok,1.000,108,ay se quiere matar pobre porque claro lo vieron los hijos los nietos tipo no entienden nada
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0189,ok,0.989,94,estaban ahi jugando aparte tampoco aparecian las imagenes o sea parecian mas 18
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0190,ok,1.000,136,y el titulo de los videos ah mirta legran esta semana comienza el mundial
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0191,ok,1.000,98,usted sabe que yo vi todos los mundiales
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0192,ok,0.866,85,vi argentina todos los mundiales vio mirta legran como mi amor
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0193,ok,0.993,154,es que a veces tipo nosotros no nos damos cuenta no lo vieja es feo decirlo asi
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0194,ok,1.000,93,o sea lo mucho que vivio mirta legran va a cumplir 100 años
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0195,ok,1.000,99,100 años es un siglo entiendes ella vio como pusieron el obelisco
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0196,ok,1.000,121,entiendes o sea como literal un par de años mas y los dinosaurios
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0197,ok,1.000,100,absolutamente que de hecho ella ya se empieza a reir del tema me causa mucha gracia
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0198,ok,1.000,89,cuando hice una publi de como de game of thrones o algo parecido
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0199,ok,1.000,101,como que ella estaba viva en esa epoca argentina campeona
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0200,ok,1.000,95,3 veces mi mejor recuerdo mundialista
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0201,ok,0.961,107,es que fui con daniel al mundial de aqui de argentina
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0202,ok,1.000,131,y despues como la gente vieron que estaba con los elementos golpeando
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0203,ok,0.953,133,fuimos recorriendo toda la ciudad y todo el mundo estaba golpeando con algo
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0204,ok,0.990,108,por feliz que estabamos todos asi que bueno ojala se vuelva a repetir
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0205,ok,0.878,120,arriba argentina que va a ser campeon si señor no puedo creer que esa mujer tenga 100 años
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0206,ok,1.000,112,un aplauso a mirta por sobrevivir o sea ya eso
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0207,ok,1.000,85,aparte sobrevivir desde esa epoca hasta ahora
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0208,ok,0.988,85,no es un logro la verdad yo soy una legenda
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0209,ok,1.000,129,y la legenda continua hinchas de argentina y argelia se agarraron a piñas en pleno times square
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0210,descartado,0.550,0,mi pais mi pais con razon team pain tenia 4000 seguidores
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0211,ok,1.000,117,team pain era un jugador que era el que menos seguidores tenia y un influencer de aca dijo vamos a hacerlo
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0212,ok,1.000,90,y de repente famoso y de repente tipo tuvo tres millones y pico
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0213,descartado,0.602,0,y tipo se le escapa la pelota y de repente tipo es pesimo le va a partir la pelota se cae
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0214,descartado,0.010,0,para la pelota se le va fuera
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0215,ok,0.878,102,claro ahora entendemos por que nadie lo seguia porque no interesa
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0216,ok,1.000,131,el pobrecito tiene dos piernas izquierdas creo que voy yo le meto un gol
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0217,ok,0.987,81,no bueno estamos riendo bueno lo siento team pain
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0218,ok,0.897,162,esto es la fama bienvenido bueno vamos a gaspi gaspi influencer argentino
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0219,ok,1.000,99,23 años fallecio en un accidente que directamente es una tragedia
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0220,ok,1.000,100,o sea por las circunstancias por todo porque bueno porque era muy joven
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0221,ok,1.000,94,y etcetera de cosas tampoco lo quiero hacer tan solemne porque siento que tampoco le hubiese gustado
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0222,ok,1.000,84,que hagamos algo tan solemne pero tambien hay que respetar a la familia etcetera
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0223,ok,1.000,79,o sea como bueno y tambien impacta mucho al mundo de youtube yo no era cercano a el
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0224,ok,1.000,122,pero bueno si conozco gente que era cercana viste entonces es una noticia como que no nos pega a todos
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0225,ok,1.000,80,tipo de alguna manera u otra pero bueno ya hay una teoria conspirativa
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0226,ok,1.000,86,y la vamos a ver yo no creo en las teorias conspirativas pero la vamos a ver
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0227,ok,1.000,107,con respeto con risas pero tambien bueno nada recordandolo
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0228,ok,1.000,88,como el hubiese querido o sea recordar con lo que el hacia las cosas que producia
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0229,ok,1.000,100,creaba como contenido como muy elaborado en una epoca donde era muy caro hacerlo
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0230,ok,1.000,100,y el apostaba todo a la creacion de contenido o sea una pasion realmente por lo que hacia
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0231,ok,1.000,102,y que sea tan joven y tenga tanto por delante viste tambien el director que estaba con el
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0232,ok,1.000,119,porque tambien fallecio un director fallecieron todos bueno tambien aca empieza lo raro viste
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0233,ok,1.000,80,un helicoptero colisiona contra otro helicoptero
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0234,ok,1.000,99,literalmente tipo todos los especialistas empezaron a decir tipo es rarisimo que eso suceda
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0235,ok,1.000,85,es muy bajas posibilidades que yo toque esto yo le pregunte a la inteligencia artificial
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0236,ok,1.000,122,que me diga mas o menos cuales son las posibilidades de que un helicoptero choque contra otro helicoptero
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0237,ok,1.000,79,la posibilidad que me dio ella gemini me dijo debido a las busquedas
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0238,ok,1.000,150,que yo he hecho la posibilidad es de un 00000000000000000001
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0239,ok,0.910,104,ya a partir de ahi raro y entonces nace una teoria conspirativa
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0240,ok,1.000,118,que yo creo en mi humilde opinion yo igual soy medio como agnostico
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0241,ok,1.000,119,como que siempre digo yo no creo en estas cosas pero no se voy a una bruja lee la borra
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0242,ok,1.000,88,yo voy y le digo que viste y despues digo esto le creo esto no
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0243,ok,1.000,110,como que soy medio selectivo entonces yo no creo pero por momentos pasan cosas que son inexplicables
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0244,ok,1.000,104,pero tambien creo por eso soy una contradiccion absoluta no absoluta conviven
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0245,ok,1.000,118,creo que tambien nosotros como colectivo buscamos hacer
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0246,ok,1.000,81,o sea buscar una justificacion para algo que no lo tiene
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0247,ok,1.000,103,o sea es un accidente es una tragedia absoluta las chances son minimas
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0248,ok,1.000,103,son mas bajas que te parta un rayo pero hay gente que le ha partido un rayo
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0249,ok,0.989,91,y el tipo le ha caido justo un rayo y se ha muerto o sea como y entonces viste como
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0250,ok,1.000,133,tratar de buscar como cierto simbolismo despues por otro lado habia hay como bastante simbolismo
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0251,ok,1.000,89,gaspi sube dos videos muy importantes que uno es el camino a la velada
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0252,ok,1.000,94,y el otro no se quiera en uno de estos videos ponele en el minuto 6 14
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0253,ok,1.000,195,aparece un helicoptero thats suspicious o sea ahi voy a decir ese helicoptero tira una caja
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0254,ok,1.000,101,una caja roja tira la caja roja que yo el la agarra bueno esta todo el corto ahi con la caja
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0255,ok,0.964,86,que no se que hay en la caja que hay en la caja whats in the box whats in the box
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0257,ok,1.000,94,que hay en la caja le pregunta a uno que era un enviado de dios segun el guion que le habia escrito
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0258,ok,1.000,84,y le dice mi vida o sea su vida cayo de un helicoptero
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0259,ok,1.000,123,como en el minuto 6 14 y el murio el 14 de junio
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0260,ok,1.000,95,14 del 6 despues el taxi en el que viaja tipo el horario que hacia
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0261,ok,1.000,83,era de 6 a 14 que esta bien tipo hay distintos horarios
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0262,ok,1.000,81,tambien podria haber sido tipo de 20 a 6 de la mañana no se
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0263,ok,1.000,106,pero este era de 6 justo era de 6 a 14 despues no se si en el mismo video
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0264,ok,1.000,82,bueno no en otro porque si no no seria en el mismo minuto
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0265,ok,1.000,117,pero en el minuto 6 14 dice yo lo unico que quiero de un taxista
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0266,descartado,0.787,0,es que sea borges dice yo me llevo un taxi
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0267,descartado,0.752,0,y pretendo que el que maneja sea borges y literalmente borges
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0268,ok,1.000,90,saben cuando murio y esto lo chequee pense que era pero lo chequee
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0269,ok,1.000,112,el 14 de junio este año se cumplen 40 años de la muerte de borges
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0270,ok,1.000,123,en el minuto 6 14 entendes esto ya es demasiado
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0271,ok,1.000,96,como que yo digo no quiero creer me parece como como nada que fue una tragedia
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0272,ok,1.000,102,que paso pero por otro lado como ah bueno y viajaba con un cantante yankee
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0273,ok,1.000,99,y este cantante yankee tipo tenia un video donde tenia como unas escaleras que iban al cielo
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0274,descartado,0.696,0,y en el medio habia dos helicopteros ay que miedo yo me voy
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0275,ok,1.000,98,o sea porque tambien vos decis tipo cuanta gente ponele cuantos artistas conocen
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0276,ok,1.000,121,que grabaron con un helicoptero muy pocos y de esos pocos estaban estos dos juntos
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0277,ok,1.000,83,en un helicoptero o sea por eso te digo igual siento que somos nosotros
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0278,ok,1.000,141,tratando de buscar justificacion pero video boludo lo digo y se me pone la piel de gallina
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0279,ok,1.000,99,bueno el ultimo post del director este que era tipo un director super famoso
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0280,ok,1.000,82,que dirigio de artistas como nicky nicol bizarrap no se que
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0281,ok,1.000,86,y estaba trabajando en una pelicula parecia el chabon un grosso tipo trabajando en una pelicula
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0282,ok,1.000,83,como como super importante bueno el ultimo posteo de el
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0283,ok,1.000,84,tipo es tipo el cristo redentor atras y como una neblina viendo
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0284,ok,1.000,299,y cubriendolo tipo al cristo redentor y a el despues otra mas
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0285,ok,1.000,82,gaspi venia hablando viste esto de que como que queria dejar los vicios
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0286,ok,1.000,88,y que se yo y que esto que el otro y como una lucha interna
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0287,ok,1.000,108,y todos los monologos eran asi como medio misticos en los cortos que hacia no misticos pero como
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0288,ok,1.000,86,si un poco espirituales y etcetera sucede todo este accidente
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0289,ok,1.000,110,y a donde cae el avion en una iglesia evangelica o sea viste cuando vos decis como
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0290,ok,1.000,99,y al parecer despues sale una foto que no se si esto esto algunos dijeron que si a
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0291,ok,1.000,84,asi que no se pero como que tambien gaspi y el cantante este yankee
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0292,ok,1.000,91,se habian sacado una foto en el cristo redentor tambien que significa todo esto no tengo idea
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0293,ok,1.000,85,a lo mejor aca dice en su ultimo video sale un helicoptero entregandolo a una caja
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0294,ok,1.000,101,y dentro de ella se supone que esta la respuesta de su cambio de vida pero en su alucinacion
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0295,ok,1.000,85,esta caja es la que lo lleva a su propia muerte llevame con dios
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0296,descartado,0.303,0,pide segundos antes vamos a ser dote llevame con dios pide segundos antes
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0297,descartado,0.374,0,vamos a ser dote llevame con dios    claro o sea el le dice al tipo del taxi
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0298,descartado,0.505,0,llevame con dios y que lleva en esa bolija
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0299,descartado,0.466,0,mi vida mi vida en la caja esa que tiro el helicoptero
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0300,descartado,0.000,0,parece que me volvio a pasar otra vez estos chicos piensan
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0301,descartado,0.000,0,que la pared puede mear al perro
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0302,descartado,0.242,0,no el perro mea la pared ah y en la caja no se
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0303,descartado,0.614,0,si habia una b word una bomb dios te castigo
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0304,descartado,0.285,0,con la tragedia del misterio papi te va a demostrar la tragedia del misterio
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0305,ok,1.000,94,literalmente o sea se abre toda esta copiranoya no no
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0306,descartado,0.194,0,es te digo no vas a llegar muy lejos deje la llave en la teca
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0307,descartado,0.568,0,la reputa explota el auto y esto cayo o sea el helicoptero cayo
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0308,ok,1.000,100,sobre bueno en esta iglesia evangelica habian alquilado
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0309,ok,1.000,83,tipo su cochera porque no la usaban las monjitas no se y lo habian alquilado
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0310,ok,1.000,105,una empresa china que dejaba ahi cargando sus autos entendes y ahi es donde cae el avion
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0311,ok,1.000,139,yo te digo que es creer o reventar no pero como no se boludo
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0312,ok,1.000,95,ah bueno para y el cumple el 28 de diciembre esto a ver
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0313,ok,1.000,85,lo chequeo y lo pongo aca por las dudas pero dicen que cumple el 28 de diciembre
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0314,ok,1.000,100,y del 14 del 6 hasta el 28 de diciembre cuanto hay de diferencia
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0315,ok,1.000,155,6 meses y 14 dias o sea ahora que significa el 614
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0316,ok,1.000,105,no bueno ni idea ahi ya no tengo idea porque es una persona con la que ha hablado mucho
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0317,ok,1.000,135,y siempre ha sido super buena gente conmigo me dejo usar
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0318,ok,1.000,83,un monton de canciones suyas en mis videos y tal y hablar con el sabes
"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",clip_0319,ok,0.989,182,o sea que es como no es alguien random para mi quiero decir no me gustan estas situaciones chicos
